# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's PRESETS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# presetdiff.py v1 (2026-09-10) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python presetdiff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# SCOPE: the `generated` bucket only — Data/, Lua/BuildingTemplate/, Lua/XDef/, Lua/ClassDefs/. DLC/ excluded.
# PRESETS: 1.0.7=14409  1.1.0=14986. Identity is `class::id::group` (how the GAME names a preset), with id-less presets keyed `class::file#ordinal`. Matched presets whose FILE moved: 0. Ambiguous ids needing a disambiguator: 1.0.7=1 1.1.0=0.
# ⭐ ROUTED TO 02, NOT READ HERE: the tech registry exists TWICE in 1.1.0 — 264 `TechPreset` in 1.0.7 became 274 `TechPreset` PLUS 441 `Tech`, and 258 of the 1.0.7 ids appear under both classes in the new tree. Mechanical count only; what it means is a reader's question.
# ⛔ REORDER IS NOT A ROW, BY CONSTRUCTION: rows are keyed by key PATH, so re-emitting a preset's keys in another order with equal values yields nothing. 0 presets are in exactly that state — COUNTED here so that `no rows` and `never looked` do not look alike.
# ROWS BY CHURN CLASS: COMMENT=1  REINDEX=10462  REINDEX-SWAP=1924  T-ID=22  added-preset=1471  none=22738  removed-preset=894   ⭐ `none` is the READABLE PILE — the rows 04's registry agents actually read.
# ⭐ THE GENERATED-LUA TWINS, so 04 can confirm they carry nothing extra: 1.1.0 files parsed per registry — Data=2191, Lua/BuildingTemplate=292, Lua/ClassDefs=7, Lua/XDef=426 | 1.0.7 — Data=2143, Lua/BuildingTemplate=288, Lua/ClassDefs=9, Lua/XDef=400
# ⚠️ CHURN CLASSES ARE CLAIMS. Each is a rule asserting a row is uninteresting; `python tools/presetdiff.py --sample <class>` prints rows so one can be falsified. A single row where a rule hid a real value change VOIDS that class.
# 02 COLUMNS: prid = P + 1-based data-row index of PRESETS.tsv. system = preset:<class>; link = 03 (dlc-adjacent) | 04-E (the registry agent) | NOT-READ(churn) for REINDEX / T-ID / COMMENT (rule-classed and sampled by 01, unread here — TRIAGE.md §4). ⭐ READ by a registry agent: `none` + `REINDEX-SWAP` (01: must be read where order is semantic) + `added-preset` + `removed-preset` (real content, not churn).
# 02 DLC TAG on presets: T1 literal on class:id + key + both values; T2 narrowed on id + key + values ONLY — never on the class name (a registry is not a mention). Literal matching of all 25 terms would tag 8,209 readable rows (all of TechPreset and LawDef by class name).
# 02 FIELD-REPORT TAGS (README §2b), column `fr`: FR-1(c) = `none`/`added-preset` rows of ParticleSystemPreset, LightmodelPreset, ActionFX*, *Entity* registries (assets first spawned at new game); FR-2 = id/key/value naming DeepScan / UndergroundDeepScanning / Deep* resources / depth_layer.
prid	file	class	id	key	value107	value110	churn-class	flags	system	link	dlc	dlc_terms	dlc_literal	fr
P09539	Data/PopupNotifications/PopupNotificationPreset-GreenMars.lua	PopupNotificationPreset	AtmosphereBreathableNoPoliticsRule	text	T(639343817178, "Since the Founders set foot on Mars, we have dreamt of a day we could tread freely upon the red sand. Today this dream has finally manifested onto reality. Go out fellow Martians, breath in the the Martian air and be proud!\n\nWe are now able to open our Domes and rely on the Martian atmosphere alone to provide the oxygen and warmth we need to survive.\n\n<effect>If opened, Domes will no longer require an Oxygen supply and will become cheaper to build. However, if conditions worsen, we stand ready to seal them up again.")	T(639343817178, "Since the Founders set foot on Mars, we have dreamt of a day we could tread freely upon the red sand. Today this dream has finally manifested onto reality. Go out fellow Martians, breathe in the Martian air and be proud!\n\nWe are now able to open our Domes and rely on the Martian atmosphere alone to provide the oxygen and warmth we need to survive.\n\n<effect>If opened, Domes will no longer require an <em>Oxygen</em> supply and will become cheaper to build. However, if conditions worsen, we stand ready to seal them up again.")	none		preset:PopupNotificationPreset	04-E				
P09540	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	ColdWaves_Stop	text	T(476905210095, "As the terraforming initiative progresses, some of the blights that were more or less a fact of life are bound to disappear - hopefully forever.\n\nUnless we turn around our good progress, Cold Waves will no longer happen near our Colony.\n\nNote: Non-recurring Cold Waves, triggered by special circumstances, are not affected by this.")	T(476905210095, "As the terraforming initiative progresses, some of the blights that were more or less a fact of life are bound to disappear - hopefully forever.\n\nUnless we turn around our good progress, <em>Cold Waves</em> will no longer happen near our Colony.\n\nNote: Non-recurring <em>Cold Waves</em>, triggered by special circumstances, are not affected by this.")	none		preset:PopupNotificationPreset	04-E				
P09541	Data/PopupNotifications/PopupNotificationPreset-POI.lua	PopupNotificationPreset	CompletedCaptureIceAsteroids	text	T(594932819696, "With the use of special craft we pursued and deflected the asteroids off their trajectory with nothing more than slight bumps. Thus we have managed to gracefully steer large amounts of soon to be easily accessible water towards the surface of Mars.\n\nIn this game of space billiard though, there is always a chance that the ball will hit the wrong pocket. Be ready to deal with a Marsquake.")	T(594932819696, "With the use of special craft we pursued and deflected the asteroids off their trajectory with nothing more than slight bumps. Thus we have managed to gracefully steer large amounts of soon to be easily accessible water towards the surface of Mars.\n\nIn this game of space billiard though, there is always a chance that the ball will hit the wrong pocket. Be ready to deal with a <em>Marsquake</em>.")	none		preset:PopupNotificationPreset	04-E				
P09542	Data/PopupNotifications/PopupNotificationPreset-POI.lua	PopupNotificationPreset	CompletedCaptureIceAsteroids	voiced_text	T(602653793627, "The capturing of Ice Asteroids has been successfully completed!")	T(602653793627, "The capturing of Ice <em>Asteroids</em> has been successfully completed!")	none		preset:PopupNotificationPreset	04-E				
P09543	Data/PopupNotifications/PopupNotificationPreset-POI.lua	PopupNotificationPreset	CompletedSeedVegetation	text	T(737222407002, "A rocket filled with billions of seeds emptied its storage unit in a well orchestrated chain of steps, spreading the seeds over a vast range of land.\n\nMost of these seeds will take root and the resulting swath of green land will begin pumping out Oxygen into the fledgeling Martian atmosphere.")	T(737222407002, "A rocket filled with billions of seeds emptied its storage unit in a well orchestrated chain of steps, spreading the seeds over a vast range of land.\n\nMost of these seeds will take root and the resulting swath of green land will begin pumping out <em>Oxygen</em> into the fledgeling Martian atmosphere.")	none		preset:PopupNotificationPreset	04-E				
P09544	Data/PopupNotifications/PopupNotificationPreset-POI.lua	PopupNotificationPreset	CompletedStoryBit_ContractExplorationAccess	text	T(622650641152, "Our partners on Earth are delighted by the fulfillment of the contract and have expressed their gratitude in a hefty amount of Funding.")	T(622650641152, "Our partners on Earth are delighted by the fulfillment of the contract and have expressed their gratitude in a hefty amount of <em>Funding</em>.")	none		preset:PopupNotificationPreset	04-E				
P09545	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	Disaster_ColdWave	text	T(10479, "A Cold Wave is imminent. While most of our machinery is designed and able to function in such low temperatures, if a building outside stops working for more than a Sol, it will freeze and may not be repaired until after the Cold Wave has lifted.\n\nCold Waves put an extra strain on the electrical grid and buildings will consume more electricity. One way to negate the effects of a Cold Wave is to place Subsurface Heaters (researched from the Physics field) near vulnerable buildings.\n\nThe following buildings will freeze during a Cold Wave:\n- Water Tanks\n- Outside buildings that are not operational for more than a Sol")	T(10479, "A <em>Cold Wave</em> is imminent. While most of our machinery is designed and able to function in such low temperatures, if a building outside stops working for more than a Sol, it will freeze and may not be repaired until after the <em>Cold Wave</em> has lifted.\n\n<em>Cold Waves</em> put an extra strain on the electrical grid and buildings will consume more electricity. One way to negate the effects of a <em>Cold Wave</em> is to place <em>Subsurface Heaters</em> (researched from the Physics field) near vulnerable buildings.\n\nThe following buildings will freeze during a <em>Cold Wave</em>:\n- Water Tanks\n- Outside buildings that are not operational for more than a Sol")	none		preset:PopupNotificationPreset	04-E				
P09546	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	Disaster_DustStorm	text	T(10477, "A Dust Storm is set to hit the colony soon. It will cause damage to Pipes and Cables and also will place a serious strain on all buildings - pushing them towards needing maintenance sooner than usual. \n\nStocking up on Power, Water and Oxygen in batteries and tanks is a wise precaution. Disabling non-vital buildings that consume these resources prior and during a Dust Storm will help get by on the available reserves. \n\nThe following buildings do not function during Dust Storms:\n- MOXIEs\n- Moisture Vaporators\n- Solar Panels outside Domes")	T(10477, "A <em>Dust Storm</em> is set to hit the colony soon. It will cause damage to <em>Pipes</em> and <em>Cables</em> and also will place a serious strain on all buildings - pushing them towards needing maintenance sooner than usual. \n\nStocking up on <em>Power</em>, <em>Water</em> and <em>Oxygen</em> in batteries and tanks is a wise precaution. Disabling non-vital buildings that consume these resources prior and during a <em>Dust Storm</em> will help get by on the available reserves. \n\nThe following buildings do not function during <em>Dust Storms</em>:\n- <em>MOXIEs</em>\n- <em>Moisture Vaporators</em>\n- <em>Solar Panels</em> outside Domes")	none		preset:PopupNotificationPreset	04-E				
P09547	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	Disaster_MeteorStorm	text	T(10478, "The region is about to experience a Meteor Storm. Buildings directly hit by meteors will be in need of repairs in order to function again while Pipes and Cables will get destroyed. Rovers hit by meteors will also need repairs while Drones may become irreversibly damaged. \n\nMeteor Storms cannot be avoided but some good practices may minimize their damage potential, such as not clustering vital buildings next to each other, Pipe and Cable redundancy and researching the tech for MDS Lasers from the Physics field.")	T(10478, "The region is about to experience a <em>Meteor Storm</em>. Buildings directly hit by meteors will be in need of repairs in order to function again while <em>Pipes</em> and <em>Cables</em> will get destroyed. Rovers hit by meteors will also need repairs while <em>Drones</em> may become irreversibly damaged. \n\n<em>Meteor Storms</em> cannot be avoided but some good practices may minimize their damage potential, such as not clustering vital buildings next to each other, <em>Pipe</em> and <em>Cable</em> redundancy and researching the tech for <em>MDS Lasers</em> from the Physics field.")	none		preset:PopupNotificationPreset	04-E				
P09548	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	DustStorms_Stop	text	T(565538317266, "A much anticipated milestone in the improving of Atmospheric conditions has been reached.\n\nThe fears of a Dust Storm sweeping through our colony and causing the mayhem that goes hand in hand with the disaster is now behind our backs. \n\nScientists warn, however, that if we fail to stay on track and reverse the progress that has been made, Dust Storms may make a comeback.\n\nNote: Non-recurring Dust Storms, triggered by special circumstances, are not affected by this.")	T(565538317266, "A much anticipated milestone in the improving of Atmospheric conditions has been reached.\n\nThe fears of a <em>Dust Storm</em> sweeping through our colony and causing the mayhem that goes hand in hand with the disaster is now behind our backs. \n\nScientists warn, however, that if we fail to stay on track and reverse the progress that has been made, <em>Dust Storms</em> may make a comeback.\n\nNote: Non-recurring <em>Dust Storms</em>, triggered by special circumstances, are not affected by this.")	none		preset:PopupNotificationPreset	04-E				
P09549	Data/PopupNotifications/PopupNotificationPreset-Evaluation.lua	PopupNotificationPreset	Evaluation_Anomalies_BadFail	text	T(7753, "The planet turned out to be even more hostile and uninviting than we thought, thwarting any attempts to make a breakthrough in its exploration.\n\nIt seems that Mars will continue to be an uncharted territory for the next generations to explore. What matters now is to turn our failure into success by making sure that the Colony is a good starting point for these crews and expeditions that would set off into the red deserts to satisfy their wanderlust.\n\n<effect>Mission Evaluation objective failed - you have analyzed <count> Anomalies out of the target <target>. Final score: <Score>.")	T(7753, "The planet turned out to be even more hostile and uninviting than we thought, thwarting any attempts to make a breakthrough in its exploration.\n\nIt seems that Mars will continue to be an uncharted territory for the next generations to explore. What matters now is to turn our failure into success by making sure that the Colony is a good starting point for these crews and expeditions that would set off into the red deserts to satisfy their wanderlust.\n\n<effect>Mission Evaluation objective failed - you have analyzed <count> <em>Anomalies</em> out of the target <target>. Final score: <Score>.")	none		preset:PopupNotificationPreset	04-E				
P09550	Data/PopupNotifications/PopupNotificationPreset-Evaluation.lua	PopupNotificationPreset	Evaluation_Anomalies_Good	text	T(7754, "We found unexpected treasures buried in the sand of Mars and they only fueled our growing interest to find out more.\n\nWhat's more important is that the wave of inspiration has swept over Earth, sparking immense interest and the desire to work together towards a common goal.\n\n<effect>Mission Evaluation objective completed - you have analyzed <count> Anomalies out of the target <target>. Final score: <Score>.")	T(7754, "We found unexpected treasures buried in the sand of Mars and they only fueled our growing interest to find out more.\n\nWhat's more important is that the wave of inspiration has swept over Earth, sparking immense interest and the desire to work together towards a common goal.\n\n<effect>Mission Evaluation objective completed - you have analyzed <count> <em>Anomalies</em> out of the target <target>. Final score: <Score>.")	none		preset:PopupNotificationPreset	04-E				
P09551	Data/PopupNotifications/PopupNotificationPreset-Evaluation.lua	PopupNotificationPreset	Evaluation_Matianborn_BadFail	text	T(7743, "Martian birthrate trends are still susceptible to malicious undercurrents and the Colony depends largely on the arrival of Applicants from Earth.\n\nThe Sponsors are disappointed that their program goal - a new human civilization on Mars - can't be achieved yet. Probably it was too early to expect that humanity can beat the odds of survival on such a hostile world and reach the level of everyday comfort required to start thinking about children and the future. The burden to disprove the evil tongues who would say this is impossible now lies on our shoulders. There's still work to be done\n\n<effect>Mission Evaluation objective failed - you have <count> Martianborn Colonists out of <target> present in the Colony. Final Score: <Score>.")	T(7743, "Martian birthrate trends are still susceptible to malicious undercurrents and the Colony depends largely on the arrival of Applicants from Earth.\n\nThe Sponsors are disappointed that their program goal - a new human civilization on Mars - can't be achieved yet. Probably it was too early to expect that humanity can beat the odds of survival on such a hostile world and reach the level of everyday comfort required to start thinking about children and the future. The burden to disprove the evil tongues who would say this is impossible now lies on our shoulders. There's still work to be done\n\n<effect>Mission Evaluation objective failed - you have <count> <em>Martianborn</em> Colonists out of <target> present in the Colony. Final Score: <Score>.")	none		preset:PopupNotificationPreset	04-E				
P09552	Data/PopupNotifications/PopupNotificationPreset-Evaluation.lua	PopupNotificationPreset	Evaluation_Matianborn_Great	text	T(7745, "The number of Colonists born on Mars have reached beyond the wildest expectations! This solid base would serve us to promote new values of the new society, to allow the culture of the Red Planet to flourish and develop independent of the bad influence of Earth.\n\nThe path ahead of us is rough and uncertain, but who knows, maybe one day the people on Earth would admire the achievements of the Martians in awe, learning from them.\n\n<effect> Mission Evaluation objective completed - you have <count> Martianborn Colonists present on the planet out of the target <target>. Final Score: <Score>.")	T(7745, "The number of Colonists born on Mars have reached beyond the wildest expectations! This solid base would serve us to promote new values of the new society, to allow the culture of the Red Planet to flourish and develop independent of the bad influence of Earth.\n\nThe path ahead of us is rough and uncertain, but who knows, maybe one day the people on Earth would admire the achievements of the Martians in awe, learning from them.\n\n<effect> Mission Evaluation objective completed - you have <count> <em>Martianborn</em> Colonists present on the planet out of the target <target>. Final Score: <Score>.")	none		preset:PopupNotificationPreset	04-E				
P09553	Data/PopupNotifications/PopupNotificationPreset-Laws.lua	PopupNotificationPreset	FactionDisaster	text	T(944408100964, "The <faction_name> faction is very unhappy and has reached its breaking point. This may also trigger a political crisis and revoke some laws that have already passed.\n\nEffect: <disaster_effect>")	T(944408100964, "The <em><faction_name></em> faction is very unhappy and has reached its breaking point. This may also trigger a political crisis and revoke some laws that have already passed.\n\nEffect: <disaster_effect>")	none		preset:PopupNotificationPreset	04-E				
P09554	Data/PopupNotifications/PopupNotificationPreset-Asteroid.lua	PopupNotificationPreset	FirstAsteroid	text	T(528982803022, "Commander, our scientists have detected an <em>Asteroid</em> that will pass close by Mars. They have provided us with a time window in which it would be possible to travel to and from the <em>Asteroid</em>. \n\nSome Asteroids are a rich source of <em>Exotic Minerals</em> we cannot obtain here on Mars. We should take this opportunity to harvest these resources and take our first steps into mining Asteroids!\n\nWe already have some <em>Micro-G Auto Extractor</em> prefabs, but we can order more from Earth if we wish.\n\n<effect> Gain Micro-G Auto Extractor Prefabs for every type of resource")	T(528982803022, "Commander, our scientists have detected an <em>Asteroid</em> that will pass close by Mars. Thanks to them it would be possible to travel to and from the <em>Asteroid</em>. \n\nSome <em>Asteroids</em> are a rich source of <em>Exotic Minerals</em> we cannot obtain here on Mars. We should take this opportunity to harvest these resources and take our first steps into mining <em>Asteroids</em>!\n\n<effect> <em>Micro-G Auto Extractor</em> <em>Prefabs</em> can be ordered from Earth")	none		preset:PopupNotificationPreset	04-E				
P09555	Data/PopupNotifications/PopupNotificationPreset-Asteroid.lua	PopupNotificationPreset	FirstAsteroid_Loss	<preset>	<removed>		removed-preset		preset:PopupNotificationPreset	04-E				
P09556	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstPassengerRocket	text	T(5752, "The next 10 Sols will be full of difficulties and dangers, but also with great promises and opportunities. It is now to us to prove that Mars can be a doorway to greater riches and the future of the human civilization. Even the most epic adventures begin with a single step.\n\n<effect> Arrival of additional Colonists temporarily suspended until the Colony proves able to sustain human life. Your Founder Colonists must survive for 10 Sols before additional people can arrive.\n\n<hint> The Colony will be evaluated positively before the period ends in the event the first human is born on Mars. If you feel you are up to the challenge, try constructing a Medical Building and raising the Comfort of the Founders as much as possible with Service Buildings.")	T(5752, "The next 10 Sols will be full of difficulties and dangers, but also with great promises and opportunities. It is now to us to prove that Mars can be a doorway to greater riches and the future of the human civilization. Even the most epic adventures begin with a single step.\n\n<effect> Arrival of additional Colonists temporarily suspended until the Colony proves able to sustain human life. Your Founder Colonists must survive for 10 Sols before additional people can arrive.\n\n<hint> The Colony will be evaluated positively before the period ends in the event the first human is born on Mars. If you feel you are up to the challenge, try constructing a Medical Building and raising the <em>Comfort</em> of the Founders as much as possible with Service Buildings.")	none		preset:PopupNotificationPreset	04-E				
P09557	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_Dehydrated	text	T(5719, "Water is the vital fluid which sustains all life. The human body requires a constant access to fresh, drinkable water and quickly deteriorates when none is present. Thus the extraction of Water is one of our utmost priorities.\n\n<hint> Colonists with the Dehydrated status effect have no access to Water and will die within a short time. Connect their Dome to operational Water Producers or filled Water Towers to supply them with Water.")	T(5719, "<em>Water</em> is the vital fluid which sustains all life. The human body requires a constant access to fresh, drinkable water and quickly deteriorates when none is present. Thus the extraction of <em>Water</em> is one of our utmost priorities.\n\n<hint> Colonists with the Dehydrated status effect have no access to <em>Water</em> and will die within a short time. Connect their Dome to operational <em>Water</em> Producers or filled <em>Water Towers</em> to supply them with <em>Water</em>.")	none		preset:PopupNotificationPreset	04-E				
P09558	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_Freezing	text	T(5722, "Domes feature heaters which maintain a pleasant temperature of 23 degrees Celsius around the clock, protecting against the fluctuating temperature of the fickle Martian atmosphere outside. The temperature inside the Dome quickly decreases when the power supply is cut and the Colonists sure do feel the effects. If the situation remains unchanged, I'm afraid that it could be fatal.\n\n<hint> Colonists with the Freezing status effect reside in a Dome with an insufficient supply of Power. Increase the amount of Power accessible to the Dome to prevent this.")	T(5722, "Domes feature heaters which maintain a pleasant temperature of 23 degrees Celsius around the clock, protecting against the fluctuating temperature of the fickle Martian atmosphere outside. The temperature inside the Dome quickly decreases when the power supply is cut and the Colonists sure do feel the effects. If the situation remains unchanged, I'm afraid that it could be fatal.\n\n<hint> Colonists with the Freezing status effect reside in a Dome with an insufficient supply of <em>Power</em>. Increase the amount of <em>Power</em> accessible to the Dome to prevent this.")	none		preset:PopupNotificationPreset	04-E				
P09559	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_Malnourished	<preset>		<added>	added-preset		preset:PopupNotificationPreset	04-E				
P09560	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_Starving	<preset>	<removed>		removed-preset		preset:PopupNotificationPreset	03	dlc-adjacent	Starv	Starv	
P09561	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_StressedOut	text	T(5714, "<ColonistName(colonist)>, as every other Colonist, went through psychological conditioning before arriving on Mars to guarantee their most basic ability to cope with the adverse environment. Indeed, the people live on a barren, dead-cold world with a toxic, almost non-existent atmosphere, protected only by a fragile-looking Dome and relying on machines to keep them alive.\n\nThe unparalleled everyday stress levels slowly drain the people of their resolve - thus even the slightest shock or frustration can send someone over the edge. On Earth entertainment and recreation are just for fun, but here they are a tool for basic survival.\n\n<hint> The Colonist <ColonistName(colonist)> has reached critically low Sanity. Provide operational Healthcare buildings in the Domes and avoid Heavy workload or Nighttime work to prevent this situation.")	T(5714, "<ColonistName(colonist)>, as every other Colonist, went through psychological conditioning before arriving on Mars to guarantee their most basic ability to cope with the adverse environment. Indeed, the people live on a barren, dead-cold world with a toxic, almost non-existent atmosphere, protected only by a fragile-looking Dome and relying on machines to keep them alive.\n\nThe unparalleled everyday stress levels slowly drain the people of their resolve - thus even the slightest shock or frustration can send someone over the edge. On Earth entertainment and recreation are just for fun, but here they are a tool for basic survival.\n\n<hint> The Colonist <ColonistName(colonist)> has reached critically low <em>Sanity</em>. Provide operational Healthcare buildings in the Domes and avoid Heavy workload or Nighttime work to prevent this situation.")	none		preset:PopupNotificationPreset	04-E				
P09562	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_Suffocating	text	T(5717, "Our Domes are large enough to contain tons of breathable air, but when the systems fail to refresh the supply, the amount of carbon dioxide will steadily increase until the atmosphere becomes unbreathable.\n\n<hint> Colonists with the Suffocating status effect have no access to Oxygen and will die within a short time. Connect their Dome to operational MOXIEs and Oxygen Tanks or plant Oxygen-Producing Crops in Farms to supply them with Oxygen.")	T(5717, "Our Domes are large enough to contain tons of breathable air, but when the systems fail to refresh the supply, the amount of carbon dioxide will steadily increase until the atmosphere becomes unbreathable.\n\n<hint> Colonists with the Suffocating status effect have no access to <em>Oxygen</em> and will die within a short time. Connect their Dome to operational <em>MOXIEs</em> and <em>Oxygen Tanks</em> or plant <em>Oxygen</em>-Producing Crops in Farms to supply them with <em>Oxygen</em>.")	none		preset:PopupNotificationPreset	03	dlc-adjacent	Crop,Farm	Crop,Farm	
P09563	Data/PopupNotifications/PopupNotificationPreset-Colonist.lua	PopupNotificationPreset	FirstStatusEffect_Suffocating	voiced_text	T(7084, "Our Colonists are suffocating! We only have a few hours to get them more Oxygen before they run out!")	T(7084, "Our Colonists are suffocating! We only have a few hours to get them more <em>Oxygen</em> before they run out!")	none		preset:PopupNotificationPreset	04-E				
P09564	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_AsteroidHabitat	text	T(648402793892, "There are <em><number1></em> passengers on board but there's no living space on the Asteroid yet. Make sure you bring enough resources to build a <em>Micro-G Habitat</em>, which has room for <em><number2></em> residents.")	T(648402793892, "There are <em><number1></em> passengers on board but there's no living space on the <em>Asteroid</em> yet. Make sure you bring enough resources to build a <em>Micro-G Habitat</em>, which has room for <em><number2></em> residents.")	none		preset:PopupNotificationPreset	04-E				
P09565	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_AsteroidHabitatRepeat	text	T(200477017020, "There are <em><number1></em> passengers on board but there's only space for <em><number2></em> new residents on the Asteroid.")	T(200477017020, "There are <em><number1></em> passengers on board but there's only space for <em><number2></em> new residents on the <em>Asteroid</em>.")	none		preset:PopupNotificationPreset	04-E				
P09566	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_Cargo	text	T(8147, "Not all resources from this Rocket have been unloaded yet. If the Rocket launches now, the remaining resources on board will be lost.<newline><newline>To complete the unloading process, make sure there is enough available storage space in the vicinity as well as operational Drones to transport the resources.")	T(8147, "Not all resources from this <em>Rocket</em> have been unloaded yet. If the <em>Rocket</em> launches now, the remaining resources on board will be lost.<newline><newline>To complete the unloading process, make sure there is enough available storage space in the vicinity as well as operational <em>Drones</em> to transport the resources.")	none		preset:PopupNotificationPreset	04-E			Cargo	
P09567	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_DepartNow	text	T(686309473860, "The requested payload has not been fully loaded into the Asteroid Lander yet. If the Lander launches now, only loaded resources and cargo marked as ready will be brought along.<newline><newline>To complete the loading process, make sure the resources are within the vicinity of the Asteroid Lander so drones can carry them in. Also make sure you have enough Rovers, Drones, Colonists and Prefabs present on the map. These are automatically loaded in upon departure.")	T(686309473860, "The requested payload has not been fully loaded into the <em>Asteroid Lander</em> yet. If the Lander launches now, only loaded resources and cargo marked as ready will be brought along.<newline><newline>To complete the loading process, make sure the resources are within the vicinity of the <em>Asteroid Lander</em> so drones can carry them in. Also make sure you have enough Rovers, <em>Drones</em>, Colonists and <em>Prefabs</em> present on the map. These are automatically loaded in upon departure.")	none		preset:PopupNotificationPreset	04-E				
P09568	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_Fuel	text	T(8145, "This Rocket is not yet refueled for the next voyage.<newline><newline>Fuel is produced in a Fuel Refinery building supplied with Water. It is then transported by Drones to the Rocket.")	T(8145, "This <em>Rocket</em> is not yet refueled for the next voyage.<newline><newline><em>Fuel</em> is produced in a <em>Fuel Refinery</em> building supplied with <em>Water</em>. It is then transported by <em>Drones</em> to the <em>Rocket</em>.")	none		preset:PopupNotificationPreset	04-E				
P09569	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_Housing	text	T(8148, "There are <em><number1></em> passengers on board but there's only space for <em><number2></em> new residents in the Colony.")	T(709978956428, "There are <em><number1></em> passengers on board but there are <em>functional residences</em> for <em><number2></em> new residents in the Colony.<malfunctioned_text>")	none		preset:PopupNotificationPreset	04-E				
P09570	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_Maintenance	text	T(809411461416, "The Rocket has malfunctioned and needs repairs.")	T(809411461416, "The <em>Rocket</em> has malfunctioned and needs repairs.")	none		preset:PopupNotificationPreset	04-E				
P09571	Data/PopupNotifications/PopupNotificationPreset-Launch Issues.lua	PopupNotificationPreset	LaunchIssue_NotLanded	text	T(8766, "The Rocket is not currently landed. It will have to land and refuel for re-launch.")	T(8766, "The <em>Rocket</em> is not currently landed. It will have to land and refuel for re-launch.")	none		preset:PopupNotificationPreset	04-E				
P09572	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	Marsquakes_Start	text	T(689648288911, "With our Magnetic Field Generators stacking up, we can expect localized Marsquakes to start appearing from now on. The more Generators we construct, the more devastating these quakes will be.")	T(689648288911, "With our <em>Magnetic Field Generators</em> stacking up, we can expect localized <em>Marsquakes</em> to start appearing from now on. The more Generators we construct, the more devastating these quakes will be.")	none		preset:PopupNotificationPreset	04-E				
P09573	Data/PopupNotifications/PopupNotificationPreset-Disaster.lua	PopupNotificationPreset	MeteorStorms_Stop	text	T(207147993504, "With the gradual thickening of the Martian atmosphere, Meteor Storms have already become rarer and rarer. But today our scientists believe that a line has been passed, a line beyond which the calamity that were recurring Meteor Storms will not follow. \n\nMars is changing, and changing for the better. With some luck, these changes are here to stay.\n\nNote: Non-recurring Meteor Storms, triggered by special circumstances, are not affected by this.")	T(207147993504, "With the gradual thickening of the Martian atmosphere, <em>Meteor Storms</em> have already become rarer and rarer. But today our scientists believe that a line has been passed, a line beyond which the calamity that were recurring <em>Meteor Storms</em> will not follow. \n\nMars is changing, and changing for the better. With some luck, these changes are here to stay.\n\nNote: Non-recurring <em>Meteor Storms</em>, triggered by special circumstances, are not affected by this.")	none		preset:PopupNotificationPreset	04-E				
