# presetdiff.py v1 (2026-09-10) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python presetdiff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# SCOPE: the `generated` bucket only — Data/, Lua/BuildingTemplate/, Lua/XDef/, Lua/ClassDefs/. DLC/ excluded.
# PRESETS: 1.0.7=14409  1.1.0=14986. Identity is `class::id::group` (how the GAME names a preset), with id-less presets keyed `class::file#ordinal`. Matched presets whose FILE moved: 0. Ambiguous ids needing a disambiguator: 1.0.7=1 1.1.0=0.
# ⭐ ROUTED TO 02, NOT READ HERE: the tech registry exists TWICE in 1.1.0 — 264 `TechPreset` in 1.0.7 became 274 `TechPreset` PLUS 441 `Tech`, and 258 of the 1.0.7 ids appear under both classes in the new tree. Mechanical count only; what it means is a reader's question.
# ⛔ REORDER IS NOT A ROW, BY CONSTRUCTION: rows are keyed by key PATH, so re-emitting a preset's keys in another order with equal values yields nothing. 0 presets are in exactly that state — COUNTED here so that `no rows` and `never looked` do not look alike.
# ROWS BY CHURN CLASS: COMMENT=1  REINDEX=10462  REINDEX-SWAP=1924  T-ID=22  added-preset=1471  none=22738  removed-preset=894   ⭐ `none` is the READABLE PILE — the rows 04's registry agents actually read.
# ⭐ THE GENERATED-LUA TWINS, so 04 can confirm they carry nothing extra: 1.1.0 files parsed per registry — Data=2191, Lua/BuildingTemplate=292, Lua/ClassDefs=7, Lua/XDef=426 | 1.0.7 — Data=2143, Lua/BuildingTemplate=288, Lua/ClassDefs=9, Lua/XDef=400
# ⚠️ CHURN CLASSES ARE CLAIMS. Each is a rule asserting a row is uninteresting; `python tools/presetdiff.py --sample <class>` prints rows so one can be falsified. A single row where a rule hid a real value change VOIDS that class.
file	class	id	key	value107	value110	churn-class	flags
Data/Scenario/GenericAnomalies.lua	SA_WaitMessage	Data/Scenario/GenericAnomalies.lua#6	[6]	T(5816, "The red alert was sounded immediately after we lost contact with the RC Explorer vehicle. Five long hours of fear and desperation ended with the reinstating of data feed. A wave of relief passed through the crowd of scientists gathered at the control center. The telescopic drill used to probe the crust at the Anomaly site disturbed a layer of magnetite-rich rocks, the source of the electric charge. The rover is still functional but it would take time before its locomotion systems are fully restored. The operators turned the defeat into a victory, devoting the unexpected time window to studying the magnetic properties of the Martian crust.\n\n<effect>The RC Explorer has malfunctioned. It has to be repaired by Drones.\n<effect>50% cost reduction for the following technologies: Low-G Drive (faster Drones and Rovers), Autonomous Sensors (Sensor Towers require no Power or Maintenance).\n<effect> Gain <funding(200000000)> Funding.")	T(5816, "The red alert was sounded immediately after we lost contact with the RC Explorer vehicle. Five long hours of fear and desperation ended with the reinstating of data feed. A wave of relief passed through the crowd of scientists gathered at the control center. The telescopic drill used to probe the crust at the Anomaly site disturbed a layer of magnetite-rich rocks, the source of the electric charge. The rover is still functional but it would take time before its locomotion systems are fully restored. The operators turned the defeat into a victory, devoting the unexpected time window to studying the magnetic properties of the Martian crust.\n\n<effect>The RC Explorer has malfunctioned. It has to be repaired by Drones.\n<effect>50% boost for the following technologies: Low-G Drive (faster Drones and Rovers), Autonomous Sensors (Sensor Towers require no Power or Maintenance).\n<effect> Gain <funding(200000000)> Funding.")	none	
Data/Scenario/GenericAnomalies.lua	SA_WaitMessage	Data/Scenario/GenericAnomalies.lua#9	[6]	T(5839, 'One tabloid even claims that the crystal is in fact artificially created - some kind of artwork of a microscopic alien race.\n\n"The work resembles million tiny cylinders surrounded by flames. If you squint your eyes, the very static of the composition resembles a star map. The image is bordered by double rainbows while the work has an abstract feeling and a very dynamic structure."\n\nWhile all this unscientific sensationalism had outraged our experts, the publicity provided us with some unexpected benefits.\n\n<effect>You gain <funding(reg_param1)>.')	T(5839, 'One tabloid even claims that the crystal is in fact artificially created - some kind of artwork of a microscopic alien race.\n\n"The work resembles a million tiny cylinders surrounded by flames. If you squint your eyes, the very static of the composition resembles a star map. The image is bordered by double rainbows while the work has an abstract feeling and a very dynamic structure."\n\nWhile all this unscientific sensationalism had outraged our experts, the publicity provided us with some unexpected benefits.\n\n<effect>You gain <funding(reg_param1)>.')	none	
Data/Scenario/MarsAnomalies.lua	SA_WaitMessage	Data/Scenario/MarsAnomalies.lua#4	[6]	T(5800, "Over the years over two-thirds of the missions sent to Mars ended in disaster. The tragic course of events, attributed to bad luck, human error, or simply to the inevitability of shooting blind in the dark, had created a dark humor revolving around the Great Galactic Ghoul which feeds on exploration probes and the mystery of the Martian Triangle.\n\nOne of the best-equipped probe missions to Mars was Beagle 2, which failed dramatically in the last minutes before landing. Failed by the parachutes and the treacherous Martian atmosphere, the brave little probe crashed at fatally high speed against the red desert.\n\n<effect>Reduces the cost of Robotics techs by 10%.")	T(5800, "Over the years over two-thirds of the missions sent to Mars ended in disaster. The tragic course of events, attributed to bad luck, human error, or simply to the inevitability of shooting blind in the dark, had created a dark humor revolving around the Great Galactic Ghoul which feeds on exploration probes and the mystery of the Martian Triangle.\n\nOne of the best-equipped probe missions to Mars was Beagle 2, which failed dramatically in the last minutes before landing. Failed by the parachutes and the treacherous Martian atmosphere, the brave little probe crashed at fatally high speed against the red desert.\n\n<effect>Boosts Megaprojects techs by 10%.")	none	
Data/Scenario/Mini_Mystery 1.lua	SA_WaitMessage	Data/Scenario/Mini_Mystery 1.lua#3	[4]	T(13297, "We would have missed it if not for our more detailed survey of the asteroid. We have found tiny pieces of what appears to be titanium plating embedded within the asteroid. Initial investigation indicates these pieces are at least a million years old. It seems highly likely that more pieces are present on the asteroid. \n\nOur research team hopes that can find something more substantial if we continue our search. ")	T(13297, "We would have missed it if not for our more detailed survey of the asteroid. We have found tiny pieces of what appears to be titanium plating embedded within the asteroid. Initial investigation indicates these pieces are at least a million years old. It seems highly likely that more pieces are present on the asteroid. \n\nOur research team hopes that we can find something more substantial if we continue our search. ")	none	
Data/Scenario/Mini_Mystery 1.lua	SA_WaitMessage	Data/Scenario/Mini_Mystery 1.lua#4	[4]	T(13311, "We have found more samples of the satellite. Not only do they give us more insight the construction of it, but they also give a clearer picture of how it was destroyed. Based on an analysis of the damage on the samples, our leading hypothesis is that the satellite was destroyed by a violent collision. If this was with the asteroid or with another object, we can't say yet.\n\nIf only we could find the final pieces of the puzzle.")	T(13311, "We have found more samples of the satellite. Not only do they give us more insight into its construction, but they also give a clearer picture of how it was destroyed. Based on an analysis of the damage on the samples, our leading hypothesis is that the satellite was destroyed by a violent collision. If this was with the asteroid or with another object, we can't say yet.\n\nIf only we could find the final pieces of the puzzle.")	none	
Data/Scenario/Mini_Mystery 4.lua	SA_WaitMessage	Data/Scenario/Mini_Mystery 4.lua#1	[4]	T(13381, "Commander, a routine check shows that various systems were damaged during our landing on the asteroid. Our engineers are studying the reports to determine the cause; whether this operator error, or the result of a malfunction. They fear external interference may be responsible, but they require more information.\n\nThe Rocket is going nowhere until the damaged systems are repaired. In the meantime, we thought it would be worthwhile to investigate the surrounding area for possible causes. \n\n<effect> Rocket malfunctions and requires <electronics(20000)> to repair.")	T(13381, "Commander, a routine check shows that various systems were damaged during our landing on the asteroid. Our engineers are studying the reports to determine the cause - whether this is an operator error, or the result of a malfunction. They fear external interference may be responsible, but they require more information.\n\nThe Rocket is going nowhere until the damaged systems are repaired. In the meantime, we thought it would be worthwhile to investigate the surrounding area for possible causes. \n\n<effect> Rocket malfunctions and requires <electronics(20000)> to repair.")	none	
Data/Scenario/Mini_Mystery 5.lua	SA_WaitMessage	Data/Scenario/Mini_Mystery 5.lua#5	[4]	T(13436, 'We have reached the end of this journey. Against all the odds we managed to unite the fragile astronomer with their asteroid and managed to keep them stable long enough to fully enjoy the experience.\n\nWe discovered that they passed in their sleep, holding a letter addressed to you commander. They thank and wish to reward you for "a tremendous effort to make an old astronomer\'s dream a reality".\n\n<effect> Gain <funding(800000000)>\n<effect> Gain <research(3000)>')	T(13436, 'We have reached the end of this journey. Against all the odds we managed to unite the fragile astronomer with their asteroid and managed to keep them stable long enough to fully enjoy the experience.\n\nWe discovered that they passed in their sleep, holding a letter addressed to you, commander. They thank and wish to reward you for "a tremendous effort to make an old astronomer\'s dream a reality".\n\n<effect> Gain <funding(800000000)>\n<effect> Gain <research(3000)>')	none	
Data/Scenario/Mystery 10.lua	SA_WaitMessage	Data/Scenario/Mystery 10.lua#3	[6]	T(9450, "Our sensors went crazy as mathematical sequences started feeding us information about the surrounding area. Immediately, tiny specks of dust started shedding from the outer layer of the crystal. Our analysis indicates that these are filled with various rare metals!\n\nThe Chief Scientist is fascinated, to say the least! She suggests that we power up more crystals, but to do it carefully as it appears that the entities are quite susceptible to energy fluctuations which can threaten their integrity. On the other hand, the Tactical Commander suggests that we must torch one of the crystals, crack it open and see what's inside of it - as usually, he suspects some kind of threat for the colony.\n\n<effect>Powered up crystals instantly reveal their sector and stop emitting Electrostatic Dust Devils. They produce small amounts of Rare Metals over time while powered.\n\n<effect>You can destroy powered-up crystals to instantly gain Research Point rewards.\n\n<hint>Power up more crystals to progress through the Mystery.")	T(9450, "Our sensors went crazy as mathematical sequences started feeding us information about the surrounding area. Immediately, tiny specks of dust started shedding from the outer layer of the crystal. Our analysis indicates that these are filled with various rare metals!\n\nThe Chief Scientist is fascinated, to say the least! She suggests that we power up more crystals, but to do it carefully as it appears that the entities are quite susceptible to energy fluctuations which can threaten their integrity. On the other hand, the Tactical Commander suggests that we must torch one of the crystals, crack it open and see what's inside of it - as usual, he suspects some kind of threat for the colony.\n\n<effect>Powered up crystals instantly reveal their sector and stop emitting Electrostatic Dust Devils. They produce small amounts of Rare Metals over time while powered.\n\n<effect>You can destroy powered-up crystals to instantly gain Research Point rewards.\n\n<hint>Power up more crystals to progress through the Mystery.")	none	
Data/Scenario/Mystery 10.lua	SA_WaitMessage	Data/Scenario/Mystery 10.lua#6	[6]	T(9464, "One by one, the Alien Crystals perished under our rule. We perceived them as mere resources, as milestones on our path to master the Universe. Only until we have finally gathered all the pieces we were able to see the puzzle and understand the wrongness of our actions. The crystals weren't singular entities but rather the different organs of an intelligent, thinking alien being.\n\nFor millennia the creature traveled through the vast expanse of space in its primal form - a swarm of meteor-like crystals. It fell on Mars and began its cocoon period, forming the outer shell of its parts from the fine dust and absorbing the bleak solar radiation. It probably felt hope when we arrived and started feeding it energy, but then we could only imagine its desperation when it realized we were killing it. It tried to warn us, to talk to us, to plead us, but we ignored it. Now it's only a memory. And we ask ourselves, was it worth it?l")	T(9464, "One by one, the Alien Crystals perished under our rule. We perceived them as mere resources, as milestones on our path to master the Universe. Only until we have finally gathered all the pieces we were able to see the puzzle and understand the wrongness of our actions. The crystals weren't singular entities but rather the different organs of an intelligent, thinking alien being.\n\nFor millennia the creature traveled through the vast expanse of space in its primal form - a swarm of meteor-like crystals. It fell on Mars and began its cocoon period, forming the outer shell of its parts from the fine dust and absorbing the bleak solar radiation. It probably felt hope when we arrived and started feeding it energy, but then we could only imagine its desperation when it realized we were killing it. It tried to warn us, to talk to us, to plead with us, but we ignored it. Now it's only a memory. And we ask ourselves, was it worth it?")	none	
Data/Scenario/Mystery 10.lua	SA_WaitMessage	Data/Scenario/Mystery 10.lua#7	[6]	T(9468, "We have unraveled another of the nature's wondrous mysteries and the magnificent sight and the sense of accomplishment were worth all the effort. The crystals were the cocoon form of a single entity which lied dormant for millennia under the bleak sun on Mars. We fed it and nurtured it, giving it the energy it lacked on the Red Planet and it tried to repay us the favor. Now that its parts have all transformed and converged into a singular entity, it is ready to take back to the stars from where it came. We all know all of this because we feel its joy and can hear its song, deep into our minds.\n\nFarewell, cosmic traveler! And come back if you want to visit your old friends some day!\n\n<effect>A large amount of resources has been placed near the colony as a farewell gift.\n<effect>Gained a new Technology, <em><reg_param1></em>.")	T(9468, "We have unraveled another of the nature's wondrous mysteries and the magnificent sight and the sense of accomplishment were worth all the effort. The crystals were the cocoon form of a single entity which lay dormant for millennia under the bleak sun on Mars. We fed it and nurtured it, giving it the energy it lacked on the Red Planet and it tried to repay us the favor. Now that its parts have all transformed and converged into a singular entity, it is ready to take back to the stars from where it came. We all know all of this because we feel its joy and can hear its song, deep into our minds.\n\nFarewell, cosmic traveler! And come back if you want to visit your old friends some day!\n\n<effect>A large amount of resources has been placed near the colony as a farewell gift.\n<effect>Gained a new Technology, <em><reg_param1></em>.")	none	
Data/Scenario/Mystery 11.lua	SA_WaitMessage	Data/Scenario/Mystery 11.lua#5	[6]	T(9504, "So far what we know is that given water the wisps will use it to multiply, lighting up in certain areas and activating some vaguely understood mechanism which at face value resembles cell signaling - native to our current understanding of biological life. \n\nSo they have processes for self-sustaining and cell signaling, albeit no actual cells, still two pillars of the definition of life as we employ it.\n\nThere is a discussion going on Mars. What comes out of it may cast a long shadow, far down the road head.")	T(9504, "So far what we know is that given water the wisps will use it to multiply, lighting up in certain areas and activating some vaguely understood mechanism which at face value resembles cell signaling - native to our current understanding of biological life. \n\nSo they have processes for self-sustaining and cell signaling, albeit no actual cells, still two pillars of the definition of life as we employ it.\n\nThere is a discussion going on Mars. What comes out of it may cast a long shadow, far down the road ahead.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#18	[6]	T(6005, "The problem is the lack of information - so far, we know very little about the nature of the Dredgers. To us they appear as inscrutable as natural events were to our forefathers. The science team requests more data on the objects and, if possible, a closer inspection of several different targets.\n\n<effect>New Research available: Dredger Morphology\n\n<hint>You can boost your Technology Research rate by analyzing landed Dredgers.")	T(6005, "The problem is the lack of information - so far, we know very little about the nature of the Dredgers. To us they appear as inscrutable as natural events were to our forefathers. The science team requests more data on the objects and, if possible, a closer inspection of several different targets.\n\n<effect>A new research chain is available: <em>Dredger Morphology</em>.\n\n<hint>Analyzing landed Dredgers can advance this research chain up to its final step, reducing the number of Tech Points needed.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#2	[6]	T(5956, "The RC Explorer ventured within mere meters of the Object and conducted series of field tests and observations on it. The operators scanned the Object with radiological and spectroscopic equipment and extended a remote probe to its carapace, gathering tiny samples of its crust. When the RC Explorer approached the Object to perform closer interaction with it via the telescopic arms, the digging process of the Object caused a minor crust collapse and it nearly smashed the front of the rover's hull. This didn't appear to be a deliberate attack but the damage is evident - it seems the Object possesses immense strength as well.\n\nDespite our setbacks we gathered important data and have already sent it to our sponsor via encrypted transmission. We are sure the commission will value our efforts greatly.\n\n<effect>You've gained <funding(reg_param1)> Funding. The RC Explorer suffered a malfunction.\n\n<hint>The Object extracted resources from below the surface.")	T(5956, "The RC Explorer ventured within mere meters of the Object and conducted a series of field tests and observations on it. The operators scanned the Object with radiological and spectroscopic equipment and extended a remote probe to its carapace, gathering tiny samples of its crust. When the RC Explorer approached the Object to perform closer interaction with it via the telescopic arms, the digging process of the Object caused a minor crust collapse and it nearly smashed the front of the rover's hull. This didn't appear to be a deliberate attack but the damage is evident - it seems the Object possesses immense strength as well.\n\nDespite our setbacks we gathered important data and have already sent it to our sponsor via encrypted transmission. We are sure the commission will value our efforts greatly.\n\n<effect>You've gained <funding(reg_param1)> Funding. The RC Explorer suffered a malfunction.\n\n<hint>The Object extracted resources from below the surface.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#20	[6]	T(6012, 'This accidental discovery was made later rather than sooner, as the emissions are cleverly masked to resemble cosmic rays in their wavelength. It is apparent that the source of the landers is closer than we thought.\n\nThe science team immediately requested permission to "dissect" one of the Dredgers to get their hands on the mysterious device used to send these transmissions.\n\n<effect>A new research is available - Dredger Wavelength Decoding.\n\n<hint>Destroy Dredgers using Drones to reduce the cost of the technology.')	T(6012, 'This accidental discovery was made later rather than sooner, as the emissions are cleverly masked to resemble cosmic rays in their wavelength. It is apparent that the source of the landers is closer than we thought.\n\nThe science team immediately requested permission to "dissect" one of the Dredgers to get their hands on the mysterious device used to send these transmissions.\n\n<effect>A new research chain is available: <em>Dredger Wavelength Decoding</em>.\n\n<hint>Destroying Dredgers with Drones can advance this research chain up to its final step, reducing the number of <em>Tech Points</em> needed.')	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#24	[6]	T(6029, "At their core of our expectations has always been a flawed assumption - that an alien race would be psychologically human.\n\nThe first contact, if one has the audacity to call it that way, was with a system of automated mining equipment. As disappointing as it may sound, the alien machines displayed an almost offensive disregard for our presence. So far they had followed their simple purpose - to extract resources from the surface of Mars. The nature and intentions of their creators remains a mystery and our best minds are working towards unveiling it.")	T(6029, "At the core of our expectations has always been a flawed assumption - that an alien race would be psychologically human.\n\nThe first contact, if one has the audacity to call it that way, was with a system of automated mining equipment. As disappointing as it may sound, the alien machines displayed an almost offensive disregard for our presence. So far they had followed their simple purpose - to extract resources from the surface of Mars. The nature and intentions of their creators remains a mystery and our best minds are working towards unveiling it.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#33	[6]	T(6058, 'The comm-feed from the dying Dredger report a singular message broadcast towards the Koronis cluster - "retreat", "retreat". Others may wonder, but you know deep inside that you beheaded the beast - the other Dredgers won\'t be coming back.\n\nSomehow you don\'t feel like the victor. You stand silent as you ask yourself one question - have you defeated a dangerous enemy or rebuffed a potential ally?\n\n<effect>Xeno-Extraction Technology is available for research with a 50% cost reduction.\n<effect>Gained a new technology, <em><reg_param1></em>')	T(6058, 'The comm-feed from the dying Dredger report a singular message broadcast towards the Koronis cluster - "retreat", "retreat". Others may wonder, but you know deep inside that you beheaded the beast - the other Dredgers won\'t be coming back.\n\nSomehow you don\'t feel like the victor. You stand silent as you ask yourself one question - have you defeated a dangerous enemy or rebuffed a potential ally?\n\n<effect>Xeno-Extraction Technology is available for research with a 50% boost.\n<effect>Gained a new technology, <em><reg_param1></em>')	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#4	[6]	T(5962, "The large hole left behind by the Object was the focus of the expedition, and the RC Explorer operators did their best to scavenge every bit of information left behind. With the help of the its telescopic arms and on-board spectroscopic equipment, the RC Explorer helped us find out that the hole was dug up on top of a subsurface resource deposit. The amount of discarded waste rock as well as the volume of the hole suggested that the Object sifted through the soil and took away only the usable bits. What the purpose of this was is unknown.\n\n<hint>The Object extracted resources from below the surface and took off with them")	T(5962, "The large hole left behind by the Object was the focus of the expedition, and the RC Explorer operators did their best to scavenge every bit of information left behind. With the help of its telescopic arms and on-board spectroscopic equipment, the RC Explorer helped us find out that the hole was dug up on top of a subsurface resource deposit. The amount of discarded waste rock as well as the volume of the hole suggested that the Object sifted through the soil and took away only the usable bits. What the purpose of this was is unknown.\n\n<hint>The Object extracted resources from below the surface and took off with them")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#5	[6]	T(5965, "The RC Explorer used molecular spectroscopy to scan the Rubidium-Strontium proportions on the outer shell of the Dredger and the results are astonishing! It seems that the outer shell of the Dredger is extremely new, as if it has been created years ago!\n\nSome of our scientists proposed that the Dredgers must originate from our Solar System, unless they can traverse immense distances in a flash.\n\n<effect>The Dredger Morphology technology cost is reduced by 50%.")	T(5965, "The RC Explorer used molecular spectroscopy to scan the Rubidium-Strontium proportions on the outer shell of the Dredger and the results are astonishing! It seems that the outer shell of the Dredger is extremely new, as if it has been created years ago!\n\nSome of our scientists proposed that the Dredgers must originate from our Solar System, unless they can traverse immense distances in a flash.\n\n<effect>Progress has been made on the <em>Dredger Morphology</em> research chain.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#6	[6]	T(5967, "The expedition leader took the initiative to make physical contact with the landed Dredger. Risking it, he ordered the RC Explorer to approach the imposing alien object with a sampling tool and scrape off a portion of its outer hull, nervously anticipating a hostile reaction. The Dredger did nothing, so the RC Explorer ventured closer to it, taking more samples of its hull and probing its insides with various scanning equipment.\n\nIt is now evident that the outer shell of the Dredger consists of silicates and heavy inert metals with no traces of organic materials. The inner walls of the jet vents contain traces of burned alkaline metals. Some of our scientists propose that they are the fuel used to propel the Dredger during flight and take-off.\n\nThe object demonstrated no interest in the activities of the rover. The scientists speculate that it lacks any sort of sensors or processing power whatsoever.\n\n<effect>The Dredger Morphology technology cost is reduced by 50%.")	T(5967, "The expedition leader took the initiative to make physical contact with the landed Dredger. Risking it, he ordered the RC Explorer to approach the imposing alien object with a sampling tool and scrape off a portion of its outer hull, nervously anticipating a hostile reaction. The Dredger did nothing, so the RC Explorer ventured closer to it, taking more samples of its hull and probing its insides with various scanning equipment.\n\nIt is now evident that the outer shell of the Dredger consists of silicates and heavy inert metals with no traces of organic materials. The inner walls of the jet vents contain traces of burned alkaline metals. Some of our scientists propose that they are the fuel used to propel the Dredger during flight and take-off.\n\nThe object demonstrated no interest in the activities of the rover. The scientists speculate that it lacks any sort of sensors or processing power whatsoever.\n\n<effect>Progress has been made on the <em>Dredger Morphology</em> research chain.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#7	[6]	T(5969, "After our operators made their brave approach and even touched the previous Dredger, no one feels intimidated by the large alien landers. The RC Explorer operators have even begun nicknaming the Dredgers with cute names such as Big Betty. While this raises the morale of the Colony, the scientists are excited to work with the large inflow of samples and data.\n\n<effect>The Dredger Morphology technology cost is reduced by 50%.")	T(5969, "After our operators made their brave approach and even touched the previous Dredger, no one feels intimidated by the large alien landers. The RC Explorer operators have even begun nicknaming the Dredgers with cute names such as Big Betty. While this raises the morale of the Colony, the scientists are excited to work with the large inflow of samples and data.\n\n<effect>Progress has been made on the <em>Dredger Morphology</em> research chain.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#8	[6]	T(5972, "The spectacular explosion revealed that the Dredger lacks mechanical components, its warped internal components resembling organs more than devices. The mysteries behind such a technology have already inspired some of our greatest minds. The Head Scientist called this the project of the century and one can clearly hear the excitement in his voice.\n\n<effect>The Dredger Wavelength Decoding technology cost is reduced by 50%.")	T(5972, "The spectacular explosion revealed that the Dredger lacks mechanical components, its warped internal components resembling organs more than devices. The mysteries behind such a technology have already inspired some of our greatest minds. The Head Scientist called this the project of the century and one can clearly hear the excitement in his voice.\n\n<effect>Progress has been made on the <em>Dredger Wavelength Decoding</em> research chain.")	none	
Data/Scenario/Mystery 2.lua	SA_WaitMessage	Data/Scenario/Mystery 2.lua#9	[6]	T(5974, "More samples would allow our scientists to apply more aggressive experimentation and analytical methods, speeding up their work immensely.\n\n<effect>The Dredger Wavelength Decoding technology cost is reduced by 50%.")	T(5974, "More samples would allow our scientists to apply more aggressive experimentation and analytical methods, speeding up their work immensely.\n\n<effect>Progress has been made on the <em>Dredger Wavelength Decoding</em> research chain.")	none	
Data/Scenario/Mystery 4.lua	SA_WaitMessage	Data/Scenario/Mystery 4.lua#11	[6]	T(6114, "The sense of danger tingles in the back of your head, a keen tool you have developed over the years of climbing through the intrigue-filled political structure of the Authority. Your contacts wouldn't be so enigmatic, but neither would be any assassins sent by your competitors to put an end to you. You admit to yourself that your curiosity is sparkled, but you take precautions and tuck in the small pistol in your robes before getting outside.\n\nThe night is very hot, even though it is winter. The weather these days had gone crazy and it has been both a blessing and a curse - it served your cause well, giving extra credibility to your mutinous words, but it also whispered the coming end for the last of the farming Clans and the cities overflowing with starving refugees. You sit by the orchards and prepare for a long wait.")	T(6114, "The sense of danger tingles in the back of your head, a keen tool you have developed over the years of climbing through the intrigue-filled political structure of the Authority. Your contacts wouldn't be so enigmatic, but neither would be any assassins sent by your competitors to put an end to you. You admit to yourself that your curiosity is sparked, but you take precautions and tuck in the small pistol in your robes before getting outside.\n\nThe night is very hot, even though it is winter. The weather these days had gone crazy and it has been both a blessing and a curse - it served your cause well, giving extra credibility to your mutinous words, but it also whispered the coming end for the last of the farming Clans and the cities overflowing with starving refugees. You sit by the orchards and prepare for a long wait.")	none	
Data/Scenario/Mystery 5.lua	SA_WaitMessage	Data/Scenario/Mystery 5.lua#16	[6]	T(6226, "Through these locations, the AI sends signals to the Drones and makes them attack the Colony. The problem with these locations is, well, that there's nothing there. We requested satellite scans of the area and the images and data indicate no presence of machinery. There are hypothesis about that but they are too wild to speak of now.\n\n<effect>The <em>Number Six Tracing</em> research has become available.")	T(6226, "Through these locations, the AI sends signals to the Drones and makes them attack the Colony. The problem with these locations is, well, that there's nothing there. We requested satellite scans of the area and the images and data indicate no presence of machinery. There are hypotheses about that but they are too wild to speak of now.\n\n<effect>The <em>Number Six Tracing</em> research has become available.")	none	
Data/Scenario/Mystery 6.lua	SA_WaitMessage	Data/Scenario/Mystery 6.lua#16	[6]	T(6293, 'The lengths he has taken to circumvent our detection not only by EsoCorp, but that of Mission Control as well, shows us painstakingly that we have failed him and probably many others like him. In their eyes we were playing for the other team. It puts us all to shame. Many citizens are showing their discontent with our Colony now that our own actions have been exposed, and back on Earth this whole ordeal is blowing up to mind boggling proportions. It has been dubbed "Marsgate" and we are accused of being compliant in the breaking of international and interplanetary treaties by the UN. \n\nPopular pressure has prompted that a trial start as quickly as possible. You will be required to defend our actions via satellite link.\n\n<effect>You can\'t repair any more EsoCorp rovers.')	T(6293, 'The lengths he has taken to circumvent our detection not only by EsoCorp, but that of Mission Control as well, shows us painstakingly that we have failed him and probably many others like him. In their eyes we were playing for the other team. It puts us all to shame. Many citizens are showing their discontent with our Colony now that our own actions have been exposed, and back on Earth this whole ordeal is blowing up to mind boggling proportions. It has been dubbed "Marsgate" and we are accused of being complicit in the breaking of international and interplanetary treaties by the UN. \n\nPopular pressure has prompted that a trial start as quickly as possible. You will be required to defend our actions via satellite link.\n\n<effect>You can\'t repair any more EsoCorp rovers.')	none	
Data/Scenario/Mystery 6.lua	SA_WaitMessage	Data/Scenario/Mystery 6.lua#3	[6]	T(6256, "So far we can deduce it is only patrolling the area, as we can't detect sophisticated science instruments from this observation range.\n\nThe landing, however, was seen by some of our Colonists and questions are being raised - questions we currently can't answer. Our Earth partners have so far fallen short from picking up on any new information and are currently preparing to take the issue to the UN.")	T(6256, "So far we can deduce it is only patrolling the area, as we can't detect sophisticated science instruments from this observation range.\n\nThe landing, however, was seen by some of our Colonists and questions are being raised - questions we currently can't answer. Our Earth partners have so far fallen short of picking up on any new information and are currently preparing to take the issue to the UN.")	none	
Data/Scenario/Mystery 6.lua	SA_WaitMessage	Data/Scenario/Mystery 6.lua#8	[6]	T(6281, "We have sent EsoCorp our report on the rovers design flaws while carefully playing dumb to our having found out the rover's true nature. EsoCorp's sent us some funds as a reward. They're also trying to pretend there's a million-in-one chance we didn't see right through their half-assed... Er, insufficient attempt to conceal military vehicles.\n\nTo recap - we've shown our willingness to keep EsoCorp's secret safe and they have acknowledged that their blunt threat was received as intended.")	T(6281, "We have sent EsoCorp our report on the rover's design flaws while carefully playing dumb to our having found out the rover's true nature. EsoCorp's sent us some funds as a reward. They're also trying to pretend there's a million-to-one chance we didn't see right through their half-assed... Er, insufficient attempt to conceal military vehicles.\n\nTo recap - we've shown our willingness to keep EsoCorp's secret safe and they have acknowledged that their blunt threat was received as intended.")	none	
Data/Scenario/Mystery 7.lua	SA_WaitMessage	Data/Scenario/Mystery 7.lua#13	[6]	T(8217, "The narrow window of time we have to act will soon close and the fate of Earth, with which our own fate is very much intertwined with, will be out of our hands.\n\nWe must send the requested supplies to Earth as soon as possible! If we do not act with all haste, there may be no living soul left to receive them very soon.")	T(8217, "The narrow window of time we have to act will soon close and the fate of Earth, with which our own fate is very much intertwined, will be out of our hands.\n\nWe must send the requested supplies to Earth as soon as possible! If we do not act with all haste, there may be no living soul left to receive them very soon.")	none	
