# treediff.py v1.1 (2026-09-10, indented orphans covered) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# CALLERS: class (b′). Every call site, in BOTH trees, of every `sig` or `body+sig` function in a `hand` file (290 callees).
# ⭐⭐ READ THIS FIRST: **a `same` call line against a CHANGED SIGNATURE is the F117 shape, and it is the single highest-yield row class in this chain.** The callee's contract moved; this call site's text did not. F117 is exactly that, and the developers wrote it themselves. status counts: changed=682 gone=331 new=618 same=2465
# `same`-against-changed-signature by file, top 12: Lua/Buildings/StorageDepot.lua=39 | CommonLua/Ged/GedPropEditors.lua=38 | Lua/Mysteries/Fireflies.lua=34 | Lua/Buildings/Building.lua=31 | Lua/Construction/Construction.lua=30 | CommonLua/Ged.lua=29 | Lua/Mysteries/MirrorSphere.lua=28 | CommonLua/Ged/GedPanel.lua=26 | Lua/UniversalRocket.lua=25 | Lua/Mysteries/Crystals.lua=25 | Lua/Buildings/RocketBase.lua=22 | Lua/Meteors.lua=22
# ⛔ TEXT-LEVEL, AND THAT IS THE WHOLE BOUND. Matching is `Name(`, `:Name(`, `.Name(` by text on the bare name, so it CANNOT see a dynamic dispatch (`self[name]`, a preset's `func` field, `Msg` handlers — chain blind spot 7), it cannot tell two classes' same-named methods apart, and it counts a mention inside a string or a comment. ⛔ IT DOES NOT BOUND REACH.
# PAIRING RULE, stated because it is an assumption: within one file, the k-th call site of a name in 1.0.7 is paired with the k-th in 1.1.0. Equal text => `same`, different => `changed`, unpaired => `new`/`gone`. If call sites were REORDERED inside a file, that pairing mislabels — read the line, not the label.
callee_file	callee_function	name	call_file	call_line107	call_line110	status	call_text
Lua/Vegetation.lua	GetVegOutputAmount	GetVegOutputAmount	Lua/Vegetation.lua	1968	2074	changed	amounts[#amounts + 1] = T{4039, "<resource(amount, res)>", amount = GetVegOutputAmount(preset, entry.amount, self), res = entry.resource}
Lua/Vegetation.lua	GetVegOutputAmount	GetVegOutputAmount	Lua/Vegetation.lua	1976		gone	return T{12038, "This plant will produce <resource(amount, res)> when it is fully grown", amount = GetVegOutputAmount(preset, self), res = preset.output_resource}
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/Classes/CommandObject.lua	50	49	same	self:Goto(dispenser) -- Goto probably pushes (and pops) its own destructor
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/Libs/DevToolsPublic/PathDebug.lua	357	372	same	unit:Goto(path[#path], "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/Movable.lua	561	569	same	return self:Goto(...)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/Movable.lua	577	585	same	local res = self:Goto(...)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/Movable.lua	942	881	same	return Movable.Goto(self, ...)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/SetpieceStatements.lua	649	645	same	actor:Goto(marker:GetPos() + offset, "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/SetpieceStatements.lua	651	647	same	actor:Goto(marker:GetPos() + offset)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/SetpieceStatements.lua	778	774	same	actor:Goto(dest)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrg.lua	1212	1212	same	PrgAddExecLine(prgdata, level, string.format('%s:Goto(%s)', self.unit, self.pos))
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrg.lua	1244	1244	same	PrgAddExecLine(prgdata, level, string.format('%s:Goto(%s, "sl")', self.unit, self.pos))
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	130	129	same	unit:Goto(floordoor[1])
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	132	131	same	unit:Goto(path[#path])
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	299	298	same	unit:Goto(param)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	321	320	same	unit:Goto(param[i])
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	758	757	same	unit:Goto(spot_obj:GetSpotLocPos(spot_obj:GetRandomSpot("Exit")))
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	802	801	same	unit:Goto(spot_pos)
CommonLua/Movable.lua	Movable.Goto	Goto	CommonLua/X/XPrgAmbientLife.lua	806	805	same	unit:Goto(spot_pos, "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/AmbientLife/Visitslide.lua	13	13	same	unit:Goto(wait_pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/AmbientLife/WorkArtWorkshop.lua	60	60	same	unit:Goto(fpos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/AmbientLife/WorkVRWorkshop.lua	62	62	same	unit:Goto(fpos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/BaseElevator.lua	145	145	same	unit:Goto(waypoints[idx] or waypoints[#waypoints], "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/BaseRover.lua	312	301	same	return drone:Goto(v)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/BuildingWayPoints.lua	419		gone	unit:Goto(path[first], "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/BuildingWayPoints.lua	447		gone	unit:Goto(path[i], "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/CargoTransporter.lua	589	588	changed	Movable.Goto(obj, target_pt) -- a direct move; the "Goto" command would interrupt the current command
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/CargoTransporter.lua	807	801	changed	Movable.Goto(drone, pt) -- a direct move; the "Goto" command would interrupt the current command
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/LandscapeLake.lua		73	new	local result = drone:Goto(top_dests)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/RocketBase.lua	1642	1627	changed	unit:Goto(IsCloser2D(p2, unit, p1) and p2 or p1) --use goto to reach first pt
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/RocketBase.lua	1833	1822	changed	return drone:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/RocketExpedition.lua	954	967	changed	Movable.Goto(drone, pt) -- a direct move; the "Goto" command would interrupt the current command
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	690	748	changed	self:Goto(nearest:GetPos())
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	742	830	changed	if not self:Goto(pickup_pos) or not IsValid(colonist) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	830	904	changed	if not self:Goto(dest) or not IsValid(colonist) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	908	1008	changed	if not self:Goto(dest) or not IsValid(bld) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	1001	1097	changed	if not self:Goto(dest) or not IsValid(s_building) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	1242	1197	changed	if not self:Goto(dest) or not IsValid(d_building) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua	1267	1441	changed	if not self:Goto(my_pos + to_home) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Buildings/ShuttleHub.lua		1466	new	if not self:Goto(dest) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/CargoTransporterNew.lua	580	636	changed	Movable.Goto(obj, target_pt) -- a direct move; the "Goto" command would interrupt the current command
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/CargoTransporterNew.lua	848	913	changed	Movable.Goto(drone, pt) -- a direct move; the "Goto" command would interrupt the current command
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/CargoTransporterNew.lua	1413	1599	changed	return drone:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/CargoTransporterNew.lua	1454	1632	changed	unit:Goto(IsCloser2D(p2, unit, p1) and p2 or p1) --use goto to reach first pt
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/CrashTest.lua	89	90	same	obj:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Landscape/LandscapeConstructionSiteBase.lua	204	219	same	return drone:Goto(top_dests)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/AttackRover.lua	256	256	same	self:Goto(roam_target)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/AttackRover.lua	345	345	same	self:Goto(target, self.attack_range, 0)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Colonist.lua	2241	2848	same	self:Goto(drone, 2*guim, 0)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Colonist.lua	2702	3668	changed	if not self:ExitHolder() or not pickup_pos or not self:Goto(pickup_pos) and not self:IsCloser2D(pickup_pos, 10*guim) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Colonist.lua	2819		gone	if not self:ExitHolder() or not pickup_pos or not self:Goto(pickup_pos) and not self:IsCloser2D(pickup_pos, 10*guim) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	378	405	same	self:Goto(pt)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	508	535	same	self:Goto(target, 2*guim, 0)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	1088	1324	changed	if not self:Goto(pos, const.HexSize * 3 / 4, const.HexSize * 1 / 2) or object_hex_grid:GetLowBuilding(q, r)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	1122	1856	changed	if not self:Goto(go_to_pos, my_rad * 5, my_rad * 3) or (not IsValid(self) or not IsValid(rover) or did_rover_move()) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	1653	1868	changed	if (not self:Goto(go_to_pos, my_rad * 3, my_rad * 1) or (not IsValid(self) or not IsValid(rover) or did_rover_move()))
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	1665	1894	changed	self:Goto(go_to_pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Drone.lua	1691		gone	self:Goto(go_to_pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/DroneBase.lua	406	447	same	self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/DroneBase.lua	412	462	same	self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/ExplorerRover.lua	84	95	same	if not self:Goto(anomaly, max_anomaly_range, min_anomaly_range) or not IsValid(self) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/FlyingDrone.lua	372	379	same	return Drone.Goto(self, ...)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCDriller.lua	138	138	same	self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCHarvester.lua	256	269	same	local success = self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCRover.lua	192	196	same	local ret = drone:Goto(go_to_pos, drone_rad * 3, drone_rad * 1) --get near
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCRover.lua	856	878	same	return BaseRover.Goto(self, ...)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCSafari.lua	207	299	same	self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCSafari.lua	227	321	changed	self:Goto(route[1])
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCSolar.lua	216	234	same	self:Goto(target_cable:GetPos())
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCTransport.lua	669	760	same	if not self:Goto(pnt) and not self:IsCloser2D(pnt, dest_tolerance) then --get there
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCTransport.lua	804	894	same	if not self:Goto(pnt) and not self:IsCloser2D(pnt, dest_tolerance) or not IsValid(self) then --get there
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCTransport.lua	1018	1352	same	self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/RCTransport.lua	1316	1688	same	if not self:Goto(pos) and not self:IsCloser2D(pos, dest_tolerance) or not IsValid(self) then --get there
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	352	394	same	local force_place = not self:IsValidPos() or not self:Goto(building, entrance_spot)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	454	495	changed	if IsValid(unit) and self:ExitHolder(unit) and IsValid(unit) and self:Goto(unit, spot) and IsValidPos(unit) then
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	463	504	same	if self:Goto(pt) and IsValid(unit) then return true end
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	468	558	same	local result = self:ExitHolder(AveragePoint2D(buildings)) and self:Goto(buildings, spot, ...)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	514	585	same	result = self:Goto(goto_a1, goto_a2, min_z, max_z)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	516	587	same	result = self:Goto(goto_a1, goto_a2)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	519	590	same	result = self:Goto(goto_a1)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	582	662	same	return unit:Goto(pt)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	611	691	same	local result = self:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	636	731	same	return self:Goto(pt)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	682	777	same	return self:Goto(pt, "sl")
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Units/Unit.lua	834	927	same	self:Goto(...)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/Vegetation.lua	1901	1991	same	local result = drone:Goto(pos)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/VehicleSandTrace.lua	71	71	same	local success = Unit.Goto(self, ...)
CommonLua/Movable.lua	Movable.Goto	Goto	Lua/WasteRock.lua	323	338	same	return drone:Goto(v)
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/Buildings/Community.lua		212	new	if self.birth_policy == BirthPolicy.Forbidden or self.birth_policy == BirthPolicy.Limited and not self:HasFreeLivingSpaceFor(NewbornProbe) then
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/Buildings/Community.lua		323	new	if self:HasFreeLivingSpaceFor(NewbornProbe) then
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/Buildings/MicroGHabitat.lua	159		gone	return Community.HasFreeLivingSpaceFor(self, traits)
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/Buildings/OpenCity.lua	53	54	changed	return GetAtmosphereBreathable(self:GetMap()) and Dome.HasFreeLivingSpaceFor(self, colonist)
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/Units/Colonist.lua	2640	3439	changed	local has_free_living_space = my_dome:HasFreeLivingSpaceFor(self)
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/Units/Colonist.lua	2669	3464	changed	local new_home_available = residence_dome == community or community:HasFreeLivingSpaceFor(self)
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/UniversalRocket.lua		2226	new	local can_house = dome:CanVisit(colonist) and dome:CanAcceptNewColonists() and dome:HasFreeLivingSpaceFor(colonist) and true or false
Lua/Buildings/Community.lua	Community.HasFreeLivingSpaceFor	HasFreeLivingSpaceFor	Lua/_GameUtils.lua	432	492	changed	local has_space = dome:HasFreeLivingSpaceFor(colonist)
Lua/City.lua	City.HasLandedRocket	HasLandedRocket	Data/ClassDef-Conditions.lua	1113		gone	return city:HasLandedRocket()
Lua/City.lua	City.HasLandedRocket	HasLandedRocket	Lua/ClassDefs/ClassDef-Conditions.generated.lua	750		gone	return city:HasLandedRocket()
Lua/City.lua	City.HasLandedRocket	HasLandedRocket	Lua/PlanetaryView.lua	233		gone	return MainCity:HasLandedRocket(for_expedition)
Lua/City.lua	City.HasLandedRocket	HasLandedRocket	Lua/X/BuildMenu.lua	777	805	same	g_UnlockedMenuAfterLanding = g_UnlockedMenuAfterLanding or (UICity and UICity:HasLandedRocket())
Lua/City.lua	City.HasLandedRocket	HasLandedRocket	Lua/X/BuildMenu.lua	1900	1968	same	g_UnlockedMenuAfterLanding = (g_RocketsLandedCount or 0) > 0 or (UICity and UICity:HasLandedRocket())
CommonLua/ScriptBasics.lua	ScriptConst.InitFromPropMeta	InitFromPropMeta	CommonLua/Scripting.lua	797	1123	changed	value:InitFromPropMeta(type_info, prop_meta, self)
Lua/DustStorm.lua	InitStartedDustStorm	InitStartedDustStorm	Lua/DustStorm.lua	320	356	changed	InitStartedDustStorm(storm_type, dust_storm, map, scheduler_owned, source_text)
Lua/Buildings/BaseRover.lua	InvalidateAllRoverUnreachables	InvalidateAllRoverUnreachables	Lua/Buildings/BaseRover.lua	733	749	changed	InvalidateAllRoverUnreachables(IsValid(tunnel_obj) and tunnel_obj:GetMap())
Lua/Buildings/BaseRover.lua	InvalidateAllRoverUnreachables	InvalidateAllRoverUnreachables	Lua/Buildings/BaseRover.lua		753	new	InvalidateAllRoverUnreachables(landscape and landscape.map)
Lua/Buildings/BaseRover.lua	InvalidateAllRoverUnreachables	InvalidateAllRoverUnreachables	Lua/Buildings/BaseRover.lua		757	new	InvalidateAllRoverUnreachables(IsValid(rubble) and rubble:GetMap())
Lua/Buildings/BaseRover.lua	InvalidateAllRoverUnreachables	InvalidateAllRoverUnreachables	Lua/Buildings/BaseRover.lua		761	new	InvalidateAllRoverUnreachables()
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	CommonLua/Classes/XDef/EULADialog.generated.lua	19	20	same	return not GetDialog(host):IsActionEnabled() and "disabled"
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	CommonLua/Data/XDef/EULADialog.lua	96	96	same	return not GetDialog(host):IsActionEnabled() and "disabled"
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/EULADialog.lua	109	109	same	return not GetDialog(host):IsActionEnabled() and "disabled"
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/EULADialog.lua	121	121	same	if not self.host:IsActionEnabled() then
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/customPowerDecoy.lua	17	17	changed	local enabled, reason = context:IsActionEnabled("TurnToMetal")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/customPowerDecoy.lua	33	36	changed	local enabled, reason = context:IsActionEnabled("TurnToPreciousMetal")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/customPowerDecoy.lua	49	55	changed	local enabled, reason = context:IsActionEnabled("TurnToPolymer")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/ipMirrorSphereBuilding.lua	53	53	same	local enabled, reason = context:IsActionEnabled("PierceTheShell")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/ipMirrorSphereBuilding.lua	72	72	same	local enabled, reason = context:IsActionEnabled("Communicate")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Data/XDef/ipMirrorSphereBuilding.lua	91	91	same	local enabled, reason = context:IsActionEnabled("FeedPower")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/Mysteries/MirrorSphere.lua	823	836	same	if not self:IsActionEnabled(action) or self.progress == 100 then
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/Mysteries/MirrorSphere.lua	961	978	changed	if not self:IsActionEnabled(action) then
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/EULADialog.generated.lua	38	39	same	return not GetDialog(host):IsActionEnabled() and "disabled"
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/EULADialog.generated.lua	46	47	same	if not self.host:IsActionEnabled() then
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/customPowerDecoy.generated.lua	17	17	changed	local enabled, reason = context:IsActionEnabled("TurnToMetal")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/customPowerDecoy.generated.lua	33	36	changed	local enabled, reason = context:IsActionEnabled("TurnToPreciousMetal")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/customPowerDecoy.generated.lua	49	55	changed	local enabled, reason = context:IsActionEnabled("TurnToPolymer")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/ipMirrorSphereBuilding.generated.lua	59	59	same	local enabled, reason = context:IsActionEnabled("PierceTheShell")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/ipMirrorSphereBuilding.generated.lua	78	78	same	local enabled, reason = context:IsActionEnabled("Communicate")
Lua/Mysteries/MirrorSphere.lua	PowerDecoyBase.IsActionEnabled	IsActionEnabled	Lua/XDef/ipMirrorSphereBuilding.generated.lua	97	97	same	local enabled, reason = context:IsActionEnabled("FeedPower")
Lua/UniversalRocket.lua	UniversalRocketBase.IsBoardingAllowed	IsBoardingAllowed	Lua/Units/Colonist.lua	814	1111	same	local dehydrated_data = (not IsValid(rocket) or not rocket:IsBoardingAllowed({"CmdTakeOff"})) and colonist:GetDehydratedData()
Lua/UniversalRocket.lua	UniversalRocketBase.IsBoardingAllowed	IsBoardingAllowed	Lua/Units/Colonist.lua	861	1158	changed	local exit = (IsValid(rocket) and rocket:IsBoardingAllowed(nil, self)) and self:FindExit(rocket)
Lua/UniversalRocket.lua	UniversalRocketBase.IsBoardingAllowed	IsBoardingAllowed	Lua/Units/Colonist.lua	863	1160	changed	local rocket_left = not IsValid(rocket) or not rocket:IsBoardingAllowed(nil, self)
Lua/UniversalRocket.lua	UniversalRocketBase.IsBoardingAllowed	IsBoardingAllowed	Lua/Units/Colonist.lua	886	1183	changed	local invalid_rocket = not IsValid(rocket) or not rocket:IsBoardingAllowed({"CmdTakeOff"}, self)
Lua/Buildings/SubsurfaceDeposit.lua	IsDeepExploitable	IsDeepExploitable	Data/XDef/ipSubsurfaceDeposit.lua	29	29	changed	'__condition', function (parent, context) return context.depth_layer > 1 and not IsDeepExploitable(context.resource, context) end,
Lua/Buildings/SubsurfaceDeposit.lua	IsDeepExploitable	IsDeepExploitable	Lua/Buildings/BuildingComponents.lua	201	202	changed	return IsValid(deposit) and deposit:GetDepth() >= 2 and not IsDeepExploitable(deposit.resource, deposit)
Lua/Buildings/SubsurfaceDeposit.lua	IsDeepExploitable	IsDeepExploitable	Lua/Buildings/SubsurfaceDeposit.lua	337	336	changed	local enabled = self.depth_layer < 2 or IsDeepExploitable(self.resource, self)
Lua/Buildings/SubsurfaceDeposit.lua	IsDeepExploitable	IsDeepExploitable	Lua/Buildings/SubsurfaceDeposit.lua	392	395	changed	local ent = (self:GetDepth() < 2 or IsDeepExploitable(self.resource, self)) and classdef.entity or classdef.disabled_entity
Lua/Buildings/SubsurfaceDeposit.lua	IsDeepExploitable	IsDeepExploitable	Lua/XDef/ipSubsurfaceDeposit.generated.lua	34	34	changed	local cond = context.depth_layer > 1 and not IsDeepExploitable(context.resource, context)
Lua/Buildings/CaveInRubble.lua	IsNearDome	IsNearDome	Lua/Buildings/CaveInRubble.lua	107	116	changed	local dome = IsNearDome(map, pos, angle)
Lua/Buildings/CaveInRubble.lua	IsNearDome	IsNearDome	Lua/Buildings/CaveInRubble.lua	250	262	changed	return IsNearDome(UndergroundMap, rubble)
Lua/Tech.lua	IsTechDiscovered	IsTechDiscovered	Data/ClassDef-Conditions.lua	694		gone	return not UIColony:IsTechDiscovered(self.TechId)
Lua/Tech.lua	IsTechDiscovered	IsTechDiscovered	Data/ClassDef-Conditions.lua	3336		gone	return colony:IsTechDiscovered(tech) and not colony:IsTechResearched(tech)
