# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's CALLERS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# CALLERS: class (b′). Every call site, in BOTH trees, of every `sig` or `body+sig` function in a `hand` file (290 callees).
# ⭐⭐ READ THIS FIRST: **a `same` call line against a CHANGED SIGNATURE is the F117 shape, and it is the single highest-yield row class in this chain.** The callee's contract moved; this call site's text did not. F117 is exactly that, and the developers wrote it themselves. status counts: changed=682 gone=331 new=618 same=2465
# `same`-against-changed-signature by file, top 12: Lua/Buildings/StorageDepot.lua=39 | CommonLua/Ged/GedPropEditors.lua=38 | Lua/Mysteries/Fireflies.lua=34 | Lua/Buildings/Building.lua=31 | Lua/Construction/Construction.lua=30 | CommonLua/Ged.lua=29 | Lua/Mysteries/MirrorSphere.lua=28 | CommonLua/Ged/GedPanel.lua=26 | Lua/UniversalRocket.lua=25 | Lua/Mysteries/Crystals.lua=25 | Lua/Buildings/RocketBase.lua=22 | Lua/Meteors.lua=22
# ⛔ TEXT-LEVEL, AND THAT IS THE WHOLE BOUND. Matching is `Name(`, `:Name(`, `.Name(` by text on the bare name, so it CANNOT see a dynamic dispatch (`self[name]`, a preset's `func` field, `Msg` handlers — chain blind spot 7), it cannot tell two classes' same-named methods apart, and it counts a mention inside a string or a comment. ⛔ IT DOES NOT BOUND REACH.
# PAIRING RULE, stated because it is an assumption: within one file, the k-th call site of a name in 1.0.7 is paired with the k-th in 1.1.0. Equal text => `same`, different => `changed`, unpaired => `new`/`gone`. If call sites were REORDERED inside a file, that pairing mislabels — read the line, not the label.
# 02 UNIT D (the b′ pass): every `same` row carries verdict F117-SHAPE | benign | unsure + one sentence. Method: signature shape per callee (appended / trailing-removed / renamed / inserted / to-varargs / varargs-named / other), a CALL-FORM homonym test (a bare `Name(` cannot reach a method callee; `x:Name(` cannot reach a global), the caller path (hand / generated / tooling-by-path), and for appended parameters whether the 1.1.0 callee body indexes the new parameter unguarded (measured: none does). Meaning-changed slots were read in the callee body (tri_dcheck). ⛔ Text-level caller table: a benign verdict bounds nothing about dynamic dispatch (chain blind spot 7). F117-SHAPE rows are CANDIDATES, TAKEABLE WHEN the owning link reads the caller's body — not C entries.
# 02 COLUMNS: cid = C + 1-based data-row index of CALLERS.tsv; verdict, why, caller_system, caller_link (03 when the CALLEE row is dlc-adjacent), homonym, caller_path. Rows whose status is not `same` carry no verdict (not in unit D).
cid	callee_file	callee_function	name	call_file	call_line107	call_line110	status	call_text	verdict	why	caller_system	caller_link	homonym	caller_path
C00745	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Data/XDef/Infopanel.lua	35	35	changed	description = (context.GetIPDescription and context:GetIPDescription()) or context.IPDescription						
C00746	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/Buildings/MultiResourceDepot.lua		92	new	return Building.GetIPDescription(self)						
C00747	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/Buildings/Residence.lua		28	new	Building.GetIPDescription(self),						
C00748	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/Buildings/StorageDepot.lua	1022	1075	same	return Building.GetIPDescription(self)	benign	benign BY SHAPE: appended trailing label_separator,dont_modify; this call passes 1, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: label_separator passed-on, dont_modify passed-on) — whether this caller NEEDED the new behaviour is not read here	depots	04-A		hand
C00749	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/Buildings/Track.lua	582	587	same	return ConstructionSite:GetIPDescription()	benign	benign BY SHAPE: appended trailing label_separator,dont_modify; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: label_separator passed-on, dont_modify passed-on) — whether this caller NEEDED the new behaviour is not read here	trains	04-A		hand
C00750	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/Buildings/Workplace.lua	56	89	changed	local texts = { ShiftsBuilding.GetIPDescription(self) }						
C00751	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/Passage.lua	1563	1844	same	return ConstructionSite:GetIPDescription()	benign	benign BY SHAPE: appended trailing label_separator,dont_modify; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: label_separator passed-on, dont_modify passed-on) — whether this caller NEEDED the new behaviour is not read here	domes	04-B		hand
C00752	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/UI/Encyclopedia.lua	407	435	changed	local description = class and class.GetIPDescription(template, description_label_separator, true) or T{template.description, template}						
C00753	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/X/BuildMenu.lua	800	827	changed	local description = object_class and object_class.GetIPDescription(template) or T{template.description,template}						
C00754	Lua/Buildings/Service.lua	Service.GetIPDescription	GetIPDescription	Lua/XDef/Infopanel.generated.lua	628	655	changed	description = (context.GetIPDescription and context:GetIPDescription()) or context.IPDescription						
C00755	CommonLua/Editor/ArtSpecEditor.lua	EntitySpec.GetInheritedSpec	GetInheritedSpec	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1313	1383	changed	local spec, es = entity_spec:GetInheritedSpec("MeshSpec", self.Mesh)						
C00756	CommonLua/Editor/ArtSpecEditor.lua	EntitySpec.GetInheritedSpec	GetInheritedSpec	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2438	2603	changed	local spec, es = entity_spec:GetInheritedSpec("MaskSpec", self.Mask)						
C00757	CommonLua/Editor/ArtSpecEditor.lua	EntitySpec.GetInheritedSpec	GetInheritedSpec	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2847	3102	changed	local spec, es = entity_spec:GetInheritedSpec("MeshSpec", self:GetMeshName())						
C00758	CommonLua/Editor/ArtSpecEditor.lua	EntitySpec.GetInheritedSpec	GetInheritedSpec	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2862	3116	changed	local spec, es = entity_spec:GetInheritedSpec("MeshSpec", self:GetMeshName())						
C00759	CommonLua/Editor/ArtSpecEditor.lua	EntitySpec.GetInheritedSpec	GetInheritedSpec	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2942	3196	changed	local spec, es = entity_spec:GetInheritedSpec("MeshSpec", meshName)						
C00760	Lua/Landscape/LandscapeConstructionController.lua	GetLandscapeConstructionAt	GetLandscapeConstructionAt	Lua/Landscape/LandscapeConstructionController.lua	437	563	changed	local site = GetLandscapeConstructionAt(CurrentMap, q, r, true)						
C00761	Lua/Landscape/LandscapeConstructionController.lua	GetLandscapeConstructionAt	GetLandscapeConstructionAt	Lua/Landscape/LandscapeConstructionController.lua	442	570	changed	local site = GetLandscapeConstructionAt(CurrentMap, gamepad.pos)						
C00762	Lua/Landscape/LandscapeConstructionController.lua	GetLandscapeConstructionAt	GetLandscapeConstructionAt	Lua/Units/Drone.lua	1051	1260	changed	local ls_cs = GetLandscapeConstructionAt(map, q, r, true)						
C00763	Lua/Landscape/LandscapeConstructionController.lua	GetLandscapeConstructionAt	GetLandscapeConstructionAt	Lua/Units/RCTerraformer.lua	52	51	changed	return GetLandscapeConstructionAt(self:GetMap(), pos)						
C00764	Lua/Construction/LayoutConstruction.lua	GetLayoutConstructionControllerBMDescription	GetLayoutConstructionControllerBMDescription	Lua/X/BuildMenu.lua	437	479	changed	return GetLayoutConstructionControllerBMDescription(template_class, texts, dont_modify, label_separator)						
C00765	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	CommonLua/Classes/ActionFX.lua	1290	1366	changed	local obj = self:GetLocObj(actor, target, action_pos)						
C00766	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	CommonLua/Classes/ActionFX.lua	1958	2052	same	local obj = self:GetLocObj(actor, target)	F117-SHAPE	appended action_pos feeds a NEW `Source == "ActionObj"` branch (ActionFX.lua:1329-1330, absent in 1.0.7); the three play-path callers were updated to pass it, this unchanged 2-argument call gets obj=false for an ActionObj-sourced FX (flagged by fan-out agent B16, parent re-read both bodies)	commonlua	04-C		hand
C00767	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	CommonLua/Classes/ActionFX.lua	2723	2821	same	local obj = self:GetLocObj(actor, target)	F117-SHAPE	appended action_pos feeds a NEW `Source == "ActionObj"` branch (ActionFX.lua:1329-1330, absent in 1.0.7); the three play-path callers were updated to pass it, this unchanged 2-argument call gets obj=false for an ActionObj-sourced FX (flagged by fan-out agent B16, parent re-read both bodies)	commonlua	04-C		hand
C00768	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	CommonLua/Classes/ActionFX.lua	3825	3939	changed	local obj = self:GetLocObj(actor, target, action_pos)						
C00769	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	CommonLua/Classes/ActionFX.lua	3853	3967	same	local obj = self:GetLocObj(actor, target)	F117-SHAPE	appended action_pos feeds a NEW `Source == "ActionObj"` branch (ActionFX.lua:1329-1330, absent in 1.0.7); the three play-path callers were updated to pass it, this unchanged 2-argument call gets obj=false for an ActionObj-sourced FX (flagged by fan-out agent B16, parent re-read both bodies)	commonlua	04-C		hand
C00770	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	CommonLua/Classes/ActionFX.lua	3900	4014	changed	local obj = self:GetLocObj(actor, target, action_pos)						
C00771	CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	GetLocObj	Lua/_fixup.lua	1231	1335	same	local obj = IsKindOf(fx, "ActionFX") and fx:GetLocObj(actor, target) or actor or target	F117-SHAPE	appended action_pos feeds a NEW `Source == "ActionObj"` branch (ActionFX.lua:1329-1330, absent in 1.0.7); the three play-path callers were updated to pass it, this unchanged 2-argument call gets obj=false for an ActionObj-sourced FX (flagged by fan-out agent B16, parent re-read both bodies)	saveload	04-B		hand
C00772	CommonLua/Classes/AutoAttach.lua	GetLocalTransform	GetLocalTransform	CommonLua/Classes/AutoAttach.lua	1804	2692	changed	local local_mat = GetLocalTransform(origin_mat, world_mat)						
C00773	CommonLua/Classes/AutoAttach.lua	GetLocalTransform	GetLocalTransform	CommonLua/Classes/AutoAttach.lua	1852	2795	changed	child:SetLocalTransform(GetLocalTransform(spot_world, child_world))						
C00774	CommonLua/Classes/AutoAttach.lua	GetLocalTransform	GetLocalTransform	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3372	3667	same	return scene_node:GetLocalTransform().Mat	benign	tooling path, 0 live callers	commonlua	04-C	homonym	tooling
C00775	CommonLua/Classes/AutoAttach.lua	GetLocalTransform	GetLocalTransform	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3389	3684	same	local localTransform = self:GetLocalTransform(importer, scene_node)	benign	tooling path, 0 live callers	commonlua	04-C	homonym	tooling
C00776	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	186	190	same	map.UIMapPlayer = HasGameLogic(map) and UIPlayer and UIPlayer:GetMapPlayer(map) or false	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00777	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	220	224	same	self:AddToLabels(self:GetMapPlayer())	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00778	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	226	230	same	self:RemoveFromLabels(self:GetMapPlayer())	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00779	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	234	238	same	local map_player = self:GetMapPlayer()	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00780	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	245	249	same	local map_player = self:GetMapPlayer()	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00781	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	262	267	same	self:RemoveFromLabels(self:GetMapPlayer())	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00782	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/Player.lua	266	271	same	self:AddToLabels(self:GetMapPlayer())	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00783	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/ScriptObj.lua	31	31	same	CodeTemplate = "GetMapPlayer($self.Player, $self.Map)",	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C		hand
C00784	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Classes/ScriptObj.lua		47	new	return player and player:GetMapPlayer(map)						
C00785	CommonLua/Classes/ScriptObj.lua	GetMapPlayer	GetMapPlayer	CommonLua/Libs/Notifications/LabelNotificationPreset.lua	34	36	same	return map and player and player:GetMapPlayer(map) or map	benign	player->obj; body does ResolvePlayer(obj), and the one live caller (a CodeTemplate) passes the player	commonlua	04-C	homonym	hand
C00786	Lua/Buildings/StockpileController.lua	StockpileController.GetNextStockpileIndex	GetNextStockpileIndex	Lua/Buildings/StockpileController.lua	149	281	changed	self.next_stockpile_idx = self:GetNextStockpileIndex(self.stockpiles,						
C00787	Lua/Buildings/StockpileController.lua	StockpileController.GetNextStockpileIndex	GetNextStockpileIndex	Lua/Buildings/StockpileController.lua	167	289	changed	self.next_stockpile_idx = self:GetNextStockpileIndex(self.stockpiles, false, resource)						
C00788	Lua/Buildings/StockpileController.lua	StockpileController.GetNextStockpileIndex	GetNextStockpileIndex	Lua/Buildings/StockpileController.lua		295	new	self.next_stockpile_idx = self:GetNextStockpileIndex(self.stockpiles, true, resource)						
C00789	Lua/Buildings/StockpileController.lua	StockpileController.GetNextStockpileIndex	GetNextStockpileIndex	Lua/Buildings/StockpileController.lua		309	new	self.next_stockpile_idx = self:GetNextStockpileIndex(self.stockpiles, true, resource)						
C00790	Lua/Buildings/StockpileController.lua	StockpileController.GetNextStockpileIndex	GetNextStockpileIndex	Lua/Buildings/StockpileController.lua		326	new	self.next_stockpile_idx = self:GetNextStockpileIndex(self.stockpiles, false, resource)						
C00791	Lua/Buildings/StockpileController.lua	StockpileController.GetNextStockpileIndex	GetNextStockpileIndex	Lua/WasteRock.lua	538	553	same	self.next_stockpile_idx = self:GetNextStockpileIndex(self.stockpiles, true)	benign	the one call (WasteRock.lua DumpSiteWithAttachedVisualPilesBase:GameInit) targets that class's own override (stockpiles, adding_resource), whose meaning 1.1.0's base now shares	landscape	04-A		hand
C00792	Lua/Landscape/ClearWasteRockConstructionSite.lua	ClearWasteRockConstructionSite.GetOutputPile	GetOutputPile	Lua/Landscape/ClearWasteRockConstructionSite.lua	467	613	same	local stock = self:GetOutputPile()	benign	benign BY SHAPE: appended trailing rover; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: rover indexed-guarded) — whether this caller NEEDED the new behaviour is not read here	landscape	04-A		hand
C00793	Lua/Landscape/ClearWasteRockConstructionSite.lua	ClearWasteRockConstructionSite.GetOutputPile	GetOutputPile	Lua/Units/RCTerraformer.lua		263	new	local pile = site:GetOutputPile(self)						
C00794	Lua/Landscape/ClearWasteRockConstructionSite.lua	ClearWasteRockConstructionSite.GetOutputPile	GetOutputPile	Lua/Units/RCTerraformer.lua		283	new	pile = IsValid(site) and site:GetOutputPile(self)						
C00795	CommonLua/Scripting.lua	ScriptSimpleStatement.GetParamList	GetParamList	CommonLua/Scripting.lua	210	899	changed	local params = self:GetParamList()						
C00796	CommonLua/Scripting.lua	ScriptSimpleStatement.GetParamList	GetParamList	CommonLua/Scripting.lua	737	1045	same	local params = self:GetParamList()	benign	benign BY SHAPE: appended trailing params; this call passes 0, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: params passed-on) — whether this caller NEEDED the new behaviour is not read here	commonlua	04-C		hand
C00797	CommonLua/Scripting.lua	ScriptSimpleStatement.GetParamList	GetParamList	CommonLua/Scripting.lua	870	1151	changed	for idx, script_param in ipairs(self:GetParamList(params)) do						
C00798	CommonLua/Scripting.lua	ScriptSimpleStatement.GetParamList	GetParamList	CommonLua/Scripting.lua	918		gone	local params = self:GetParamList()						
C00799	CommonLua/Scripting.lua	ScriptSimpleStatement.GetParamList	GetParamList	CommonLua/Scripting.lua	992		gone	for param_idx, param in ipairs(self:GetParamList()) do						
C00800	CommonLua/Classes/PassTypeObj.lua	GetPassGridType	GetPassGridType	CommonLua/Classes/PassTypeObj.lua	90	53	changed	if radius > 0 and obj.pass_type_applied_at ~= 0 and GetPassGridType(obj.PassTypeName) ~= 0 then						
C00801	CommonLua/Classes/PassTypeObj.lua	GetPassGridType	GetPassGridType	CommonLua/Classes/PassTypeObj.lua	188	75	changed	local idx0 = GetPassGridType(obj.PassTypeName)						
C00802	CommonLua/Classes/PassTypeObj.lua	GetPassGridType	GetPassGridType	CommonLua/Classes/PassTypeObj.lua	281	76	changed	local idx = GetPassGridType(target.PassTypeName)						
C00803	CommonLua/Classes/PassTypeObj.lua	GetPassGridType	GetPassGridType	CommonLua/Classes/PassTypeObj.lua		158	new	local pass_type = GetPassGridType(name)						
C00804	CommonLua/Classes/PassTypeObj.lua	GetPassGridType	GetPassGridType	CommonLua/Classes/PassTypeObj.lua		197	new	local prev_pass_type = GetPassGridType(prev_name)						
C00805	CommonLua/Classes/PassTypeObj.lua	GetPassGridType	GetPassGridType	CommonLua/Classes/PassTypeObj.lua		260	new	local grid_type = GetPassGridType(self.PassTypeName)						
C00806	CommonLua/Selection.lua	GetPreciseSelectionOrCollider	GetPreciseSelectionOrCollider	CommonLua/Libs/DevToolsPublic/TerrainGridInspect.lua	168	168	changed	local obj, pos = GetPreciseSelectionOrCollider()						
C00807	CommonLua/Selection.lua	GetPreciseSelectionOrCollider	GetPreciseSelectionOrCollider	CommonLua/Selection.lua	310	302	same	local obj = GetPreciseSelectionOrCollider() or SelectFromTerrainPoint(GetTerrainCursor())	benign	return_collision_pos dropped; calls pass nothing	commonlua	04-C		hand
C00808	CommonLua/Selection.lua	GetPreciseSelectionOrCollider	GetPreciseSelectionOrCollider	CommonLua/Selection.lua	320	312	same	local obj = GetPreciseSelectionOrCollider()	benign	return_collision_pos dropped; calls pass nothing	commonlua	04-C		hand
C00809	CommonLua/Selection.lua	GetPreciseSelectionOrCollider	GetPreciseSelectionOrCollider	Lua/UI/SelectionModeDialog.lua	51	51	same	--local terrain_cursor_obj = GetPreciseSelectionOrCollider() or SelectFromTerrainPoint(GetTerrainCursor())	benign	return_collision_pos dropped; calls pass nothing	ui	04-C		hand
C00810	CommonLua/Classes/ClassDefFunctionObjects.lua	DescriptionPrerequisites.GetPrerequisitesDescription	GetPrerequisitesDescription	CommonLua/Classes/ClassDefFunctionObjects.lua	405	421	same	local prerequisites = self:GetPrerequisitesDescription() or ""	benign	call passes no arguments	commonlua	04-C		hand
C00811	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	CommonLua/Features/LockablePreset.lua	87		gone	local state = GetPresetLockStateAndText(preset, player)						
C00812	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	CommonLua/Libs/Research/Classes/XDef/ResearchDialog.generated.lua	176	176	same	local state, lock_text = GetPresetLockStateAndText(context, UIPlayer)	benign	player->owner rename across LockablePreset.lua; same slot, same role	commonlua	04-C		hand
C00813	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	CommonLua/Libs/Research/Data/XDef/ResearchDialog.lua	137	137	same	local state, lock_text = GetPresetLockStateAndText(context, UIPlayer)	benign	player->owner rename across LockablePreset.lua; same slot, same role	commonlua	04-C		hand
C00814	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	CommonLua/Libs/Research/Research.lua	53	53	same	return IsResearched(tech_id, queue) and "researched" or GetPresetLockStateAndText(Techs[tech_id], queue)	benign	player->owner rename across LockablePreset.lua; same slot, same role	commonlua	04-C		hand
C00815	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	CommonLua/ScriptBasics.lua	731	751	same	local state = GetPresetLockStateAndText(preset, player)	benign	player->owner rename across LockablePreset.lua; same slot, same role	commonlua	04-C		hand
C00816	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	CommonLua/X/XPresetMap.lua		174	new	local is_visible = self.editor or preset:IsVisibleOnMap(self) and (not IsKindOf(preset, "LockablePreset") or GetPresetLockStateAndText(preset) ~= "hidden")						
C00817	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/Farm.lua		305	new	if producer and GetPresetLockStateAndText(Resources[entry.resource]) == "enabled" then						
C00818	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/Farm.lua		742	new	and GetPresetLockStateAndText(Resources[res]) == "enabled"						
C00819	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/MultiResourceDepot.lua		411	new	return GetPresetLockStateAndText(Resources[resource], player) == "enabled"						
C00820	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/RecipeProductionBuilding.lua		232	new	if GetPresetLockStateAndText(preset, player) ~= "hidden" then						
C00821	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/RecipeProductionBuilding.lua		244	new	or  GetPresetLockStateAndText(preset, player) == "hidden"						
C00822	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/RecipeProductionBuilding.lua		549	new	if GetPresetLockStateAndText(Resources[entry.resource]) == "enabled" then						
C00823	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/RecipeProductionBuilding.lua		869	new	local state, lock_text = GetPresetLockStateAndText(recipe, self.player)						
C00824	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Buildings/TerraformingBuilding.lua		977	new	if GetPresetLockStateAndText(Resources[entry.resource]) == "enabled" then						
C00825	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Meal.lua		145	new	if GetPresetLockStateAndText(self, building.player) ~= "enabled" then return false end						
C00826	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Resources.lua		141	new	if GetPresetLockStateAndText(Resources[res_id], player) ~= "hidden" then						
C00827	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/TechTree.lua		186	new	if GetPresetLockStateAndText(tech, player) ~= "hidden" then return end						
C00828	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Terraforming.lua		493	new	return GetPresetLockStateAndText(Resources.Seeds) == "enabled"						
C00829	CommonLua/Features/LockablePreset.lua	GetPresetLockStateAndText	GetPresetLockStateAndText	Lua/Units/Animals.lua		586	new	return GetPresetLockStateAndText(Resources[resource]) == "enabled"						
C00830	CommonLua/PresetTemplate.lua	GetPropPresetClass	GetPropPresetClass	CommonLua/PresetTemplate.lua	869	956	changed	local preset_class = GetPropPresetClass(instance, prop_id)						
C00831	CommonLua/PresetTemplate.lua	GetPropPresetClass	GetPropPresetClass	CommonLua/PresetTemplate.lua	949	1036	changed	local preset_class = GetPropPresetClass(instance, prop_id)						
C00832	Lua/MarsStoryBits.lua	GetRandomResearchableTech	GetRandomResearchableTech	Data/ClassDef-Effects.lua	3816	1077	changed	tech_id = GetRandomResearchableTech(self.Field)						
C00833	Lua/MarsStoryBits.lua	GetRandomResearchableTech	GetRandomResearchableTech	Data/ClassDef-Effects.lua	3897	3800	changed	research = GetRandomResearchableTech(field)						
C00834	Lua/MarsStoryBits.lua	GetRandomResearchableTech	GetRandomResearchableTech	Lua/ClassDefs/ClassDef-Effects.generated.lua	2451	649	changed	tech_id = GetRandomResearchableTech(self.Field)						
C00835	Lua/MarsStoryBits.lua	GetRandomResearchableTech	GetRandomResearchableTech	Lua/ClassDefs/ClassDef-Effects.generated.lua	2497	2429	changed	research = GetRandomResearchableTech(field)						
