# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# STORAGE: class (c), 'same concept, new home' — the shape that moved `Landscapes` GameVar->MapVar and the walk consts `const.`->`g_Consts`, and that NO instrument this project owns sees. Forms scanned: GlobalVar, MapVar, GameVar, PersistableGlobals, const, g_Consts.
# STATUS COUNTS: added=102 kind-changed=1 moved-file=9 removed=36 same=1007
# ⛔ PRESENCE SIDE, ENUMERATED: `GlobalVar("…")` has 0 declarations in 1.0.7 and 0 in 1.1.0 — the form exists in `CommonLua/Core/lib.lua` but the game declares through GameVar/MapVar. Zero is a MEASUREMENT here, not an omission.
# ⚠️ NOT NAMEABLE BY THIS TOOL: 1 dynamic declarations in 1.0.7 and 1 in 1.1.0 (`GameVar(modified_name, …)` — the name is a variable). They are storage this row set does not cover.
# ⚠️ NOT COVERED AT ALL: `ConstDef` preset definitions, which is where most consts are actually DEFINED — `presetdiff.py` reads those. `const.X =` here is the Lua-side assignment only.
name	kind107	kind110	file107	line107	file110	line110	status
DomeSoundEnhanced	MapVar	MapVar	Lua/Buildings/Dome.lua	3505	Lua/Buildings/Dome.lua	4130	same
DomeTraitsCameraParams	GameVar	GameVar	Lua/Buildings/Community.lua	297	Lua/Buildings/Community.lua	339	same
DoneInSuspendPassObjs	MapVar	MapVar	CommonLua/SuspendedProcessing.lua	242	CommonLua/SuspendedProcessing.lua	242	same
DroneBatteryMax	const	const	Lua/_GameConst.lua	78	Lua/_GameConst.lua	81	same
DroneDebugInfo	GameVar	GameVar	Lua/Dev/MapTools.lua	28	Lua/Dev/MapTools.lua	28	same
DroneDebugObjects	GameVar	GameVar	Lua/Dev/MapTools.lua	29	Lua/Dev/MapTools.lua	29	same
DroneFractionRepairTime	const	const	Lua/_GameConst.lua	81	Lua/_GameConst.lua	84	same
DroneLoadHighPct		const			Lua/_GameConst.lua	97	added
DroneLoadLowThreshold	const		Lua/_GameConst.lua	83			removed
DroneLoadMediumPct		const			Lua/_GameConst.lua	98	added
DroneLoadMediumThreshold	const		Lua/_GameConst.lua	84			removed
DroneLoadMediumThresholdNotification	const		Lua/_GameConst.lua	85			removed
DroneLoadSampleInterval		const			Lua/_GameConst.lua	94	added
DroneLoadWindow		const			Lua/_GameConst.lua	95	added
DroneRestrictRadius	const	const	Lua/_GameConst.lua	71	Lua/_GameConst.lua	72	same
DroneRestrictRadiusUnderground		const			Lua/_GameConst.lua	73	added
DroneTaskOnTheWayEnabled		const			Lua/_GameConst.lua	86	added
DroneTaskOnTheWayInterval		const			Lua/_GameConst.lua	87	added
DroneTaskSwapDistancePct		const			Lua/_GameConst.lua	91	added
DroneTaskSwapEnabled		const			Lua/_GameConst.lua	89	added
DroneTaskSwapMinGain		const			Lua/_GameConst.lua	92	added
DroneTaskSwapRecentPickers		const			Lua/_GameConst.lua	90	added
DroneTimeAfterUserGotoToRest	const	const	Lua/_GameConst.lua	79	Lua/_GameConst.lua	82	same
DroneTimeAfterUserPickUpToRest	const	const	Lua/_GameConst.lua	80	Lua/_GameConst.lua	83	same
DroneUnreachablesVersion		MapVar			Lua/Units/Drone.lua	941	added
DustDevils		GameVar			Lua/DustDevils.lua	296	added
DustStorm		GameVar			Lua/DustStorm.lua	607	added
DustStormSuspendBuildings	const	const	Lua/_GameConst.lua	196	Lua/_GameConst.lua	213	same
DustStormSuspendReason	const	const	Lua/_GameConst.lua	197	Lua/_GameConst.lua	214	same
DustStormsDisabled	GameVar	GameVar	Lua/TerraformingDisasters.lua	2	Lua/TerraformingDisasters.lua	2	same
EditorCursorObjs	MapVar,PersistableGlobals	MapVar,PersistableGlobals	CommonLua/Editor/editor.lua	699,700	CommonLua/Editor/editor.lua	699,700	same
ElevatorRopesOverviewCameraScaleDown	const	const	Lua/_GameConst.lua	486	Lua/_GameConst.lua	512	same
ElevatorRopesOverviewCameraScaleUp	const	const	Lua/_GameConst.lua	485	Lua/_GameConst.lua	511	same
EnactedInactiveLaws	GameVar	GameVar	Lua/Factions/Legislature.lua	3	Lua/Factions/Legislature.lua	2	same
EntityVolumeMedium	const	const	CommonLua/Core/const.lua	430	CommonLua/Core/const.lua	430	same
EntityVolumeSmall	const	const	CommonLua/Core/const.lua	429	CommonLua/Core/const.lua	429	same
EnvSoundsSortedCache	MapVar	MapVar	CommonLua/Libs/MapGen/EnvironmentSounds.lua	63	CommonLua/Libs/MapGen/EnvironmentSounds.lua	62	same
Env_ID_To_VFXPts	MapVar	MapVar	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	17	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	17	same
Env_ID_To_VFXPtsCount	MapVar	MapVar	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	18	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	18	same
Env_VFXPts_Weight	MapVar	MapVar	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	19	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	19	same
Env_VFX_Cooldowns	MapVar	MapVar	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	16	CommonLua/Libs/MapGen/EnvironmentVisuals.lua	16	same
EnvironmentFXTileSize		const			CommonLua/Libs/MapGen/EnvironmentSounds.lua	3	added
EnvironmentSoundTileSize	const		CommonLua/Libs/MapGen/EnvironmentSounds.lua	3			removed
ErodeAmount	const	const	CommonLua/Core/const.lua	257	CommonLua/Core/const.lua	257	same
ErodeCoefDiag	const	const	CommonLua/Core/const.lua	260	CommonLua/Core/const.lua	260	same
ErodeCoefRect	const	const	CommonLua/Core/const.lua	261	CommonLua/Core/const.lua	261	same
ErodeIterations	const	const	CommonLua/Core/const.lua	256	CommonLua/Core/const.lua	256	same
ErodePersist	const	const	CommonLua/Core/const.lua	258	CommonLua/Core/const.lua	258	same
ErodeThreshold	const	const	CommonLua/Core/const.lua	259	CommonLua/Core/const.lua	259	same
ErrorOnSave	MapVar	MapVar	CommonLua/Editor/EditorGame.lua	422	CommonLua/Editor/EditorGame.lua	404	same
EventPopupsWaiting	GameVar	GameVar	CommonLua/Libs/TriggersAndEvents/Events.lua	475	CommonLua/Libs/TriggersAndEvents/Events.lua	516	same
ExcludedEvents		GameVar			CommonLua/Libs/TriggersAndEvents/Events.lua	3	added
ExecutionTimestamps	MapVar	MapVar	CommonLua/SuspendedProcessing.lua	267	CommonLua/SuspendedProcessing.lua	267	same
ExplorationQueueMaxSize	const	const	Lua/_GameConst.lua	127	Lua/_GameConst.lua	140	same
FXBehaviorNotifyRadius		MapVar			CommonLua/FXSource.lua	7	added
FXCameraSounds	MapVar	MapVar	CommonLua/Classes/ActionFX.lua	1671	CommonLua/Classes/ActionFX.lua	1755	same
FXDecalMaxOffsetZ	const	const	CommonLua/Core/const.lua	445	CommonLua/Core/const.lua	445	same
FXDecalMinOffsetZ	const	const	CommonLua/Core/const.lua	444	CommonLua/Core/const.lua	444	same
FXShallowWaterOffsetZ	const	const	CommonLua/Core/const.lua	446	CommonLua/Core/const.lua	446	same
FXSourceStates	MapVar	MapVar	CommonLua/FXSource.lua	445	CommonLua/FXSource.lua	477	same
FXSourceToUpdate	MapVar	MapVar	CommonLua/FXSource.lua	446	CommonLua/FXSource.lua	478	same
FXWaterMaxOffsetZ	const	const	CommonLua/Core/const.lua	443	CommonLua/Core/const.lua	443	same
FXWaterMinOffsetZ	const	const	CommonLua/Core/const.lua	442	CommonLua/Core/const.lua	442	same
FactionTasksCompleted	GameVar	GameVar	Lua/Achievements.lua	112	Lua/Achievements.lua	129	same
FallbackSize	const	const	CommonLua/Core/const.lua	56	CommonLua/Core/const.lua	56	same
FirstColdWave	GameVar	GameVar	Lua/ColdWave.lua	180	Lua/ColdWave.lua	150	same
FirstPlayedTrack	GameVar	GameVar	Lua/Radio.lua	187	Lua/Radio.lua	188	same
FirstTerraformingBuildingUnlocked	GameVar	GameVar	Lua/Research.lua	1673	Lua/Research.lua	1219	same
FirstUniversalStorage	GameVar	GameVar	Lua/City.lua	93	Lua/City.lua	92	same
FlightCache	MapVar	MapVar	Lua/Flight.lua	92	Lua/Flight.lua	95	same
FlightDbgObj	MapVar		CommonLua/Libs/DevToolsPublic/FlightDebug.lua	222			removed
FlightDbgSaveTime	MapVar		CommonLua/Libs/DevToolsPublic/FlightDebug.lua	223			removed
FlightId	GameVar	GameVar	Lua/Flight.lua	1	Lua/Flight.lua	1	same
FlightSystem	MapVar	MapVar	Lua/Flight.lua	68	Lua/Flight.lua	69	same
Flight_BufferLock	MapVar	MapVar	Lua/Flight.lua	103	Lua/Flight.lua	106	same
Flight_CalcId	GameVar	GameVar	Lua/Flight.lua	2	Lua/Flight.lua	2	same
Flight_DbgObjs	GameVar	GameVar	Lua/Flight.lua	1202	Lua/Flight.lua	1381	same
Flight_Errors	GameVar	GameVar	Lua/Flight.lua	105	Lua/Flight.lua	108	same
Flight_LastPt1	GameVar	GameVar	Lua/Flight.lua	1100	Lua/Flight.lua	1287	same
Flight_LastPt2	GameVar	GameVar	Lua/Flight.lua	1101	Lua/Flight.lua	1288	same
Flight_RandState	GameVar	GameVar	Lua/Flight.lua	1102	Lua/Flight.lua	1289	same
FloatingTextExpireTime	const	const	CommonLua/UI/FloatingText.lua	1	CommonLua/UI/FloatingText.lua	1	same
FlyingDroneLandings	GameVar	GameVar	Lua/Units/FlyingDrone.lua	7	Lua/Units/FlyingDrone.lua	7	same
FlyingObjs	MapVar		CommonLua/Classes/Flight.lua	138			removed
ForceAdvanceToGameTime	GameVar	GameVar	CommonLua/Libs/Network/NetworkSync.lua	23	CommonLua/Libs/Network/NetworkSync.lua	23	same
ForcedImpassableMarkers	MapVar	MapVar	CommonLua/Classes/marker.lua	705	CommonLua/Classes/marker.lua	713	same
ForcedTemplateObjs	MapVar	MapVar	CommonLua/Classes/EditorBase.lua	335	CommonLua/Classes/EditorBase.lua	350	same
ForcedWindAngle	MapVar	MapVar	CommonLua/Wind.lua	145	CommonLua/Wind.lua	144	same
FullTransitionToMarsNames	const	const	Lua/_GameConst.lua	15	Lua/_GameConst.lua	13	same
FundingGenerated	GameVar	GameVar	Lua/Achievements.lua	95	Lua/Achievements.lua	112	same
Game	PersistableGlobals	PersistableGlobals	CommonLua/Game.lua	6	CommonLua/Game.lua	6	same
GameInitAfterLoading	MapVar	MapVar	CommonLua/Classes/_object.lua	114	CommonLua/Classes/_object.lua	116	same
GameInitThreads	PersistableGlobals	PersistableGlobals	CommonLua/Classes/_object.lua	113	CommonLua/Classes/_object.lua	115	same
GameLeafResourceIds		GameVar			CommonLua/TaskRequest.lua	415	added
GameObjectMaxRadius	const	const	Lua/_GameConst.lua,Lua/_fixup.lua	297,24	Lua/_GameConst.lua,Lua/_fixup.lua	312,24	same
GameResourceInGroupIds		GameVar			CommonLua/TaskRequest.lua	414	added
GameSeed	GameVar	GameVar	CommonLua/Random.lua	1	CommonLua/Random.lua	1	same
GameSpeedLimit		GameVar			CommonLua/Features/GameSpeed.lua	46	added
GameSpeedLimitReasons		GameVar			CommonLua/Features/GameSpeed.lua	47	added
GameSpeeds		const			CommonLua/Features/GameSpeed.lua,Lua/Config/config.lua	18,122	added
GameSpeeds.pause		const			CommonLua/Features/GameSpeed.lua	20	added
GameSpeedsExcludeFromList		const			CommonLua/Features/GameSpeed.lua,Lua/Config/config.lua	19,125	added
GameSpeedsList		const			CommonLua/Features/GameSpeed.lua	28	added
GameTimeAdvanced	MapVar	MapVar	CommonLua/Core/map.lua	539	CommonLua/Core/map.lua	565	same
GameTimeStarted	MapVar	MapVar	CommonLua/Core/map.lua	518	CommonLua/Core/map.lua	544	same
GardensBuildingClasses	const	const	Lua/Units/Animals.lua	328	Lua/Units/Animals.lua	327	same
GlobalRegisters	GameVar	GameVar	CommonLua/Libs/Sequences/SequenceListPlayer.lua	22	CommonLua/Libs/Sequences/SequenceListPlayer.lua	22	same
GridSpacing	const	const	Lua/_GameConst.lua	30	Lua/_GameConst.lua	26	same
GroundOffsetForLosTest	const	const	Lua/ElectricityGrid.lua	305	Lua/ElectricityGrid.lua	363	same
Groups	MapVar	MapVar	CommonLua/Classes/_cobject.lua	851	CommonLua/Classes/_cobject.lua	855	same
HUDNotificationsDotHideDelay	const	const	Lua/_GameConst.lua	96	Lua/_GameConst.lua	109	same
HaeraldProjectName	const	const	Lua/Config/config.lua	26	Lua/Config/config.lua	32	same
HandleToObject	PersistableGlobals	PersistableGlobals	CommonLua/Classes/_object.lua	112	CommonLua/Classes/_object.lua	114	same
HeatGridBorder	const	const	Lua/_GameConst.lua	188	Lua/_GameConst.lua	205	same
HeatGridTileSize	const	const	Lua/_GameConst.lua	189	Lua/_GameConst.lua	206	same
Height	MapVar	MapVar	Lua/_init.lua	48	Lua/_init.lua	53	same
HexEdges	const	const	Lua/_GameConst.lua	38	Lua/_GameConst.lua	34	same
HexPainterResultArr	GameVar	GameVar	Lua/hex.lua	790	Lua/hex.lua	811	same
HexSize	const	const	Lua/_GameConst.lua	31	Lua/_GameConst.lua	27	same
HiddenSpawnedObjects	MapVar	MapVar	CommonLua/BaseClasses.lua	1	CommonLua/BaseClasses.lua	1	same
HoldButtonFillTime	const	const	CommonLua/X/XHoldButtonControl.lua	1	CommonLua/X/XHoldButtonControl.lua	1	same
HorizonWaterObj	MapVar	MapVar	CommonLua/Water.lua	862	CommonLua/Water.lua	868	same
HourDuration	const	const	Lua/_GameConst.lua	5	Lua/_GameConst.lua	5	same
HourFractions	const	const	Lua/_GameConst.lua	6	Lua/_GameConst.lua	6	same
HoursPerDay	const	const	Lua/_GameConst.lua	4	Lua/_GameConst.lua	4	same
HyperlinkColors	const	const	CommonLua/Core/const.lua	99	CommonLua/Core/const.lua	99	same
IndependenceFeeReduceModifer	g_Consts	g_Consts	Lua/Factions/Independence.lua	263	Lua/Factions/Independence.lua	267	same
InputShortageBufferPct		const			Lua/_GameConst.lua	49	added
InputShortageDroneGraceHours		const			Lua/_GameConst.lua	51	added
InputShortageGraceHours		const			Lua/_GameConst.lua	50	added
InstantPassages	g_Consts	g_Consts	Data/MissionSponsorPreset.lua	739	Data/MissionSponsorPreset.lua	747	same
InteractionSeed	GameVar	GameVar	CommonLua/Random.lua	3	CommonLua/Random.lua	3	same
InteractionSeeds	GameVar	GameVar	CommonLua/Random.lua	2	CommonLua/Random.lua	2	same
InteractionTypeSeeds	GameVar	GameVar	CommonLua/Libs/Network/NetworkAsync.lua	27	CommonLua/Libs/Network/NetworkAsync.lua	27	same
InterfaceAnimDuration	const	const	CommonLua/Core/const.lua,Lua/_GameConst.lua	105,94	CommonLua/Core/const.lua,Lua/_GameConst.lua	105,107	same
InvalidZ	const	const	CommonLua/Core/const.lua	141	CommonLua/Core/const.lua	141	same
InvisibleReasons	MapVar	MapVar	CommonLua/Classes/ReasonSetters/ColorModifierReason.lua	184	CommonLua/Classes/ReasonSetters/ColorModifierReason.lua	184	same
KbdAutoRepeatInterval	const	const	CommonLua/Core/const.lua	174	CommonLua/Core/const.lua	174	same
LRManagerInstance	GameVar	GameVar	Lua/LRTransport.lua	3	Lua/LRTransport.lua	3	same
LandscapeConstructionSiteColoredRocks	GameVar	GameVar	Lua/Landscape/LandscapeConstructionController.lua	446	Lua/Landscape/LandscapeConstructionController.lua	576	same
LandscapeLastMark	GameVar	GameVar	Lua/Landscape/Landscaping.lua	19	Lua/Landscape/Landscaping.lua	19	same
LandscapeMark	GameVar	GameVar	Lua/Landscape/Landscaping.lua	20	Lua/Landscape/Landscaping.lua	20	same
Landscapes	GameVar	MapVar	Lua/Landscape/Landscaping.lua	21	Lua/Landscape/Landscaping.lua	21	kind-changed
LastBinAssetsBuildRevision	const	const	CommonLua/Core/mount.lua	84	CommonLua/Core/mount.lua	87	same
LastGameSpeed		GameVar			CommonLua/Features/GameSpeed.lua	45	added
LastGridHandle	GameVar	GameVar	Lua/GridObject.lua	421	Lua/GridObject.lua	443	same
LastMapLoadRandom	GameVar	GameVar	CommonLua/Random.lua	5	CommonLua/Random.lua	5	same
LastPlaytime	GameVar	GameVar	CommonLua/Game.lua	172	CommonLua/Game.lua	172	same
LastPublishedAssetsRevision	const	const	CommonLua/Core/map.lua	189	CommonLua/Core/map.lua	203	same
LastSetLightmodel	MapVar	MapVar	CommonLua/Classes/Lightmodel.lua	793	CommonLua/Classes/Lightmodel.lua	909	same
LastTerraformingQueueTime	GameVar	GameVar	Lua/MarsNotifications.lua	359	Lua/MarsNotifications.lua	415	same
LerpHeatGridThread	MapVar	MapVar	Lua/Heat.lua	113	Lua/Heat.lua	113	same
LightmodelListNames	MapVar	MapVar	Lua/Lightmodel.lua	95	Lua/Lightmodel.lua	95	same
LightmodelOverrides		MapVar			CommonLua/Classes/Lightmodel.lua	910	added
LightningThreads	MapVar	MapVar	CommonLua/Classes/Lightmodel.lua	1292	CommonLua/Classes/Lightmodel.lua	1373	same
LineBreak_ForbiddenEOL	const	const	CommonLua/X/XTextParser.lua	1710	CommonLua/X/XTextParser.lua	1765	same
LineBreak_ForbiddenSOL	const	const	CommonLua/X/XTextParser.lua	1709	CommonLua/X/XTextParser.lua	1764	same
LoadedMaps	PersistableGlobals	PersistableGlobals	CommonLua/Core/map.lua	11	CommonLua/Core/map.lua	11	same
LoadedRealTime	GameVar,PersistableGlobals		CommonLua/SavegameMetadata.lua	2,4			removed
LockablePresetsInitialized	GameVar		CommonLua/Features/LockablePreset.lua	351			removed
LogEntryNumber	GameVar	GameVar	Lua/UI/PopupNotification.lua	16	Lua/UI/PopupNotification.lua	16	same
LuaErrors	GameVar	GameVar	CommonLua/Savegame.lua	1589	CommonLua/Savegame.lua	1590	same
LuaReloads	const	const	CommonLua/Core/lib.lua	367	CommonLua/Core/lib.lua	367	same
MagneticFieldMarsquakeThread	GameVar	GameVar	Lua/Marsquake.lua	41	Lua/Marsquake.lua	70	same
MainCity	GameVar	GameVar	Lua/_init.lua	16	Lua/_init.lua	21	same
MainMap	GameVar	GameVar	Lua/_init.lua	17	Lua/_init.lua	22	same
MaintenanceWarnFraction		const			Lua/_GameConst.lua	47	added
MannedExpeditionTaskNextId	GameVar	GameVar	Lua/Buildings/RocketExpedition.lua	1272	Lua/Buildings/RocketExpedition.lua	1285	same
MannedExpeditionTasks	GameVar	GameVar	Lua/Buildings/RocketExpedition.lua	1271	Lua/Buildings/RocketExpedition.lua	1284	same
MapChangeProcesses	const	const	CommonLua/SuspendedProcessing.lua	213	CommonLua/SuspendedProcessing.lua	213	same
MapDirections	const	const	CommonLua/Core/const.lua	298	CommonLua/Core/const.lua	298	same
MapHighestZ	MapVar	MapVar	Lua/Elevation.lua	2	Lua/Elevation.lua	2	same
MapLoadRandom	MapVar	MapVar	CommonLua/Random.lua	6	CommonLua/Random.lua	6	same
MapLowestZ	MapVar	MapVar	Lua/Elevation.lua	1	Lua/Elevation.lua	1	same
MapPassable	MapVar	MapVar	CommonLua/Core/map.lua	532	CommonLua/Core/map.lua	558	same
MapPlayers	MapVar	MapVar	CommonLua/Classes/Player.lua	147	CommonLua/Classes/Player.lua	151	same
MapStates	MapVar	MapVar	CommonLua/Features/GameState.lua	196	CommonLua/Features/GameState.lua	199	same
Maps	PersistableGlobals	PersistableGlobals	CommonLua/Core/map.lua	10	CommonLua/Core/map.lua	10	same
MarkerObjs	MapVar	MapVar	CommonLua/Classes/marker.lua	258	CommonLua/Classes/marker.lua	266	same
MarsScreenLandingSpots	GameVar	GameVar	Lua/PlanetaryView.lua	1	Lua/PlanetaryView.lua	1	same
MarsScreenMapParams	GameVar	GameVar	Lua/PlanetaryView.lua	3	Lua/PlanetaryView.lua	3	same
MarsTradeRouteNextId	GameVar	GameVar	Lua/TradeRoutes.lua	2	Lua/TradeRoutes.lua	2	same
MarsTradeRoutes	GameVar	GameVar	Lua/TradeRoutes.lua	1	Lua/TradeRoutes.lua	1	same
MasterDefaultVolume	const	const	Lua/Config/sound.lua	50	Lua/Config/sound.lua	50	same
MasterMaxVolume	const	const	Lua/Config/sound.lua	49	Lua/Config/sound.lua	49	same
MaxActiveTutorials		const			CommonLua/Libs/Tutorial/Tutorials.lua	30	added
MaxBrushDensity	const	const	CommonLua/Core/const.lua	346	CommonLua/Core/const.lua	346	same
MaxBuildingPriority	const	const	Lua/_GameConst.lua	56	Lua/_GameConst.lua	57	same
MaxDestsAroundObject	const	const	CommonLua/Core/const.lua	191	CommonLua/Core/const.lua	191	same
MaxDomeDist	const	const	Lua/_GameConst.lua	103	Lua/_GameConst.lua	116	same
MaxMaintenance	const	const	Lua/_GameConst.lua	49	Lua/_GameConst.lua	45	same
MaxModDataSize	const	const	CommonLua/Classes/Mod.lua	1462	CommonLua/Modding/Mod.lua	1475	moved-file
MaxObjSaveSize	const	const	Lua/Config/config.lua	179	Lua/Config/config.lua	205	same
MaxPassableTerrainSlope	const	const	Lua/Config/pathfind.lua	56	Lua/Config/pathfind.lua	1	same
MaxSaneTimeFactor	const	const	CommonLua/Core/const.lua	129	CommonLua/Core/const.lua	129	same
MaxScale	const	const	CommonLua/Core/const.lua,Lua/_fixup.lua	83,287	CommonLua/Core/const.lua,Lua/_fixup.lua	83,302	same
MaxShakeDuration	const	const	CommonLua/Core/const.lua	117	CommonLua/Core/const.lua	117	same
MaxShakeOffset	const	const	CommonLua/Core/const.lua	115	CommonLua/Core/const.lua	115	same
MaxShakePower	const	const	CommonLua/Core/const.lua	120	CommonLua/Core/const.lua	120	same
MaxShakeRoll	const	const	CommonLua/Core/const.lua	116	CommonLua/Core/const.lua	116	same
MaxSingleScale	const	const	CommonLua/Core/const.lua	288	CommonLua/Core/const.lua	288	same
MaxTerrainDepositRadius	GameVar	GameVar	Lua/Buildings/TerrainDeposit.lua	7	Lua/Buildings/TerrainDeposit.lua	7	same
MaxTimeFactor	const	const	CommonLua/Core/const.lua	128	CommonLua/Core/const.lua	128	same
MaxToxicRainPools	const	const	Lua/TerraformingDisasters.lua	186	Lua/TerraformingDisasters.lua	186	same
MaxTradeAmount	const	const	Lua/_GameConst.lua	106	Lua/_GameConst.lua	119	same
MaxUnreachablesInTable	const	const	Lua/Units/Drone.lua	817	Lua/Units/Drone.lua	888	same
MaxUserUIScaleHighRes	const	const	CommonLua/Core/const.lua	391	CommonLua/Core/const.lua	391	same
MaxUserUIScaleLowRes	const	const	CommonLua/Core/const.lua	390	CommonLua/Core/const.lua	390	same
MeteorStorm		GameVar			Lua/Meteors.lua	389	added
MeteorStormsDisabled	GameVar	GameVar	Lua/TerraformingDisasters.lua	3	Lua/TerraformingDisasters.lua	3	same
Meteors		GameVar			Lua/Meteors.lua	388	added
MilestoneCompleted	GameVar	GameVar	Lua/Milestones.lua	70	Lua/Milestones.lua	76	same
MilestoneEnactors	GameVar	GameVar	Lua/Milestones.lua	72	Lua/Milestones.lua	78	same
MilestoneThreads	GameVar	GameVar	Lua/Milestones.lua	71	Lua/Milestones.lua	77	same
MinBrushDensity	const	const	CommonLua/Core/const.lua	345	CommonLua/Core/const.lua	345	same
MinDaysFoodSupplyBeforeNotification	const		Lua/_GameConst.lua	11			removed
MinDaysMaintenanceSupplyBeforeNotification	const		Lua/_GameConst.lua	10			removed
MinHoursAirResourceSupplyBeforeNotification	const	const	Lua/_GameConst.lua	12	Lua/_GameConst.lua	10	same
MinHoursPowerResourceSupplyBeforeNotification	const	const	Lua/_GameConst.lua	14	Lua/_GameConst.lua	12	same
MinHoursWaterResourceSupplyBeforeNotification	const	const	Lua/_GameConst.lua	13	Lua/_GameConst.lua	11	same
MinScale	const	const	CommonLua/Core/const.lua	82	CommonLua/Core/const.lua	82	same
MinShakeDuration	const	const	CommonLua/Core/const.lua	118	CommonLua/Core/const.lua	118	same
MinTimeFactor	const	const	CommonLua/Core/const.lua	127	CommonLua/Core/const.lua	127	same
MinTradeAmount	const	const	Lua/_GameConst.lua	105	Lua/_GameConst.lua	118	same
MinUserUIScale	const	const	CommonLua/Core/const.lua	389	CommonLua/Core/const.lua	389	same
MinimumElevationMarker	MapVar	MapVar	Lua/Elevation.lua	12	Lua/Elevation.lua	12	same
MinuteDuration	const	const	Lua/_GameConst.lua	8	Lua/_GameConst.lua	8	same
MinutesPerHour	const	const	Lua/_GameConst.lua	7	Lua/_GameConst.lua	7	same
MirrorSphereEvents	GameVar	GameVar	Lua/Mysteries/MirrorSphere.lua	23	Lua/Mysteries/MirrorSphere.lua	23	same
MirrorSphereForcedTarget	GameVar	GameVar	Lua/Mysteries/MirrorSphere.lua	29	Lua/Mysteries/MirrorSphere.lua	30	same
MirrorSphereResonanceActive		GameVar			Lua/Mysteries/MirrorSphere.lua	29	added
MirrorSphereResonanceProgress	GameVar	GameVar	Lua/Mysteries/MirrorSphere.lua	27	Lua/Mysteries/MirrorSphere.lua	27	same
MirrorSphereResonanceThread	GameVar	GameVar	Lua/Mysteries/MirrorSphere.lua	28	Lua/Mysteries/MirrorSphere.lua	28	same
MirrorSphere_ActionMaxProgress	const	const	Lua/_GameConst.lua	512	Lua/_GameConst.lua	538	same
MirrorSphere_ActionMaxTime	const	const	Lua/_GameConst.lua	510	Lua/_GameConst.lua	536	same
MirrorSphere_ActionMinProgress	const	const	Lua/_GameConst.lua	511	Lua/_GameConst.lua	537	same
