# Link 03 close-out snapshot 2026-09-10; read attestations, not automated clearance.
surface	key	file	subject	span107	span110	original_link	owner	read_status	reader	fr	evidence
INVENTORY	R06090	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.IsStoring		295-298	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06091	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.MarkServicedMeal		796-806	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06092	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnFoodConsumed		786-794	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06093	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnFoodEaten		819-824	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06094	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnInputResourcesSpoiled		812-817	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06095	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnRequestAssignUnit		212-216	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06096	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnRequestUnassignUnit		218-222	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06097	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnSetDemolishing		247-250	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06098	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.OnSetWorking		243-245	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06099	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.RemoveFromCityLabels		499-501	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06100	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.ReserveMealPortion		714-725	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06101	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.ResolveAllowedIngredients		465-472	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06102	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.ReturnMealPortion		735-741	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06103	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.SetAcceptResource		306-321	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06104	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.SetIngredientEnabled		630-649	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06105	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.SyncInputResourceVisual		141-146	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06106	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.ToggleAcceptResource		323-335	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06107	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.ToggleIngredient		657-668	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06108	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UpdateAllDemandRequests		207-210	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06109	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UpdateFoodDemand		181-204	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06110	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UpdateIngredientsDemand		341-352	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06111	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UpdateIngredientsSupply		354-376	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06112	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UpdateRequestsSuspendState		224-241	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06113	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UpdateServeableIngredients		488-493	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06114	Lua/Buildings/FoodServiceBuilding.lua	FoodBuilding.UsedFoodServiceCapacity		772-774	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06115	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.CanService		932-937	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06116	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.FoodServiceDailyCapacity		849-851	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06117	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.GetFoodScore		863-866	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06118	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.GetIPDescription		899-930	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06119	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.GetUIWarning		891-897	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06120	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.IsAtMealCapacity		858-860	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06121	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.OnChangeWorkshift		853-856	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06122	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.OnSetUIWorking		886-889	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06123	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.ReserveMealPortion		868-875	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06124	Lua/Buildings/FoodServiceBuilding.lua	FoodServiceBuilding.ReturnMealPortion		877-884	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06125	Lua/Buildings/FoodServiceBuilding.lua	OnMsg.LoadGame		941-952	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06126	Lua/Buildings/FoodServiceBuilding.lua	OnMsg.PreProcessResources		504-507	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06127	Lua/Buildings/FoodServiceBuilding.lua	RemapResourceKeys		1196-1205	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06128	Lua/Buildings/FoodServiceBuilding.lua	RemapSharedPoolStockpile		1218-1260	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06129	Lua/Buildings/FoodServiceBuilding.lua	RemapSingleResourceProducer		1277-1284	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06130	Lua/Buildings/FoodServiceBuilding.lua	RemapStockpileController		1263-1275	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06131	Lua/Buildings/FoodServiceBuilding.lua	RemapStoredResources		1183-1192	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06132	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.AddFoodBuildingsToLabel		1076-1080	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06133	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.AnimalProductsBanRanchOnly		1691-1695	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06134	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.FixFoodBuildingRecipeProducerCleanup		957-1019	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06135	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.FixFoodBuildings		1022-1074	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06136	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.FixLeakedMealReservations		1082-1152	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06137	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.FoodIngredientRefactor		1286-1689	03	03	full-present-spans	food_seam	FR-3	SEAM_REPORT.md#food
INVENTORY	R06138	Lua/Buildings/FoodServiceBuilding.lua	SavegameFixups.ZZZZFoodIngredientRefactorElevatorSharedDepot		1697-1778	03	03	full-present-spans	food_seam	FR-3	SEAM_REPORT.md#food
INVENTORY	R06139	Lua/Buildings/FoodServiceBuilding.lua	items@a4aa07		32-32	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06147	Lua/Buildings/FungalFarm.lua	FungalFarmBase.GameInit	21-23		03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06148	Lua/Buildings/FungalFarm.lua	FungalFarmBase.GetBuildMenuProductionText	35-38		03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06149	Lua/Buildings/FungalFarm.lua	FungalFarmBase.OnCalcProduction_Food	8-10		03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06150	Lua/Buildings/FungalFarm.lua	FungalFarmBase.OnProducerProduced		12-16	03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06151	Lua/Buildings/FungalFarm.lua	FungalFarmBase.Produce_Food	12-19		03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06152	Lua/Buildings/FungalFarm.lua	FungalFarmBase.ProducerModifyCalcProductionAmount		8-10	03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06153	Lua/Buildings/FungalFarm.lua	FungalFarmBase.TransformToEnvironment	30-33		03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06154	Lua/Buildings/FungalFarm.lua	GetProductionIn	26-28		03	03	full-present-spans	farm_seam		SEAM_REPORT.md#farms
INVENTORY	R06180	Lua/Buildings/LandscapeLake.lua	LandscapeLake.SetVolume	77-92	127-143	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06189	Lua/Buildings/MartianAssembly.lua	AssemblyBase.ClearSession	15-20		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06190	Lua/Buildings/MartianAssembly.lua	AssemblyBase.GameInit	5-13	5-10	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06199	Lua/Buildings/MegaMall.lua	MegaMallBase.ConsumeOnVisit	5-9		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06210	Lua/Buildings/MicroGHabitat.lua	MicroGHabitatBase.GetService	107-128	139-151	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06211	Lua/Buildings/MicroGHabitat.lua	MicroGHabitatBase.GetUIConsumptionTexts	162-168		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06219	Lua/Buildings/MicroGHabitat.lua	SavegameFixups.MicroGHabitatConsumption	174-183	256-265	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06222	Lua/Buildings/MixedPoolStockpile.lua	MixedPoolStockpile.AddResourceAmount		115-157	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06278	Lua/Buildings/MultiResourceCubeVisuals.lua	MultiResourceCubeVisuals.TakesVisualSpace		199-203	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06310	Lua/Buildings/MultiResourceDepot.lua	MultiResourceDepotBase.ResourceRequestsEnabled		410-412	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06317	Lua/Buildings/MultiResourceDepot.lua	OnMsg.PresetLockStateChanged		469-474	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06353	Lua/Buildings/RecipeProductionBuilding.lua	InputResourceHost.BuildingDailyUpdate		52-70	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06364	Lua/Buildings/RecipeProductionBuilding.lua	RecipeInputStockpile.CanService		1013-1017	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06366	Lua/Buildings/RecipeProductionBuilding.lua	RecipeInputStockpile.FulfillMealPortion		1034-1041	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06369	Lua/Buildings/RecipeProductionBuilding.lua	RecipeInputStockpile.OnFoodEaten		1053-1059	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06371	Lua/Buildings/RecipeProductionBuilding.lua	RecipeInputStockpile.ReturnMealPortion		1043-1051	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06372	Lua/Buildings/RecipeProductionBuilding.lua	RecipeInputStockpile.TakeMealPortion		1019-1032	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06379	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.ConsumeRecipeInput		517-532	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06386	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.GetBuildMenuProductionText		239-256	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06388	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.GetInfopanelSelectorItems		861-927	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06396	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.GetUIStoredInputResourcesList		838-848	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06398	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.GetUIStoredResourcesRollover		807-836	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06402	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.GetWorkNotPossibleReason		461-467	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06409	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.IsProductionStoppedByFullStorage		603-623	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06416	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.PickActiveRecipe		477-515	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06417	Lua/Buildings/RecipeProductionBuilding.lua	RecipeProductionBuilding.ProduceRecipeOutput		546-557	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06433	Lua/Buildings/RecipeProductionBuilding.lua	UIRecipeSlotUpdate		1062-1184	03	03	full-present-spans	food_seam		SEAM_REPORT.md#food
INVENTORY	R06436	Lua/Buildings/ReconCenter.lua	ReconCenterBase.CheatFillElectronics	115-118	148-151	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06440	Lua/Buildings/ReconCenter.lua	ReconCenterBase.GetStoredResourceCount	95-97	92-94	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06441	Lua/Buildings/ReconCenter.lua	ReconCenterBase.IsConsumptionStorageEnabled		108-110	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06442	Lua/Buildings/ReconCenter.lua	ReconCenterBase.SetStorageEnabled		112-136	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06485	Lua/Buildings/ResourceProduction.lua	FoodProcessingPlantBase.ApplyLaneScroll		24-28	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06486	Lua/Buildings/ResourceProduction.lua	FoodProcessingPlantBase.ChangeWorkingStateAnim		19-22	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06487	Lua/Buildings/ResourceProduction.lua	FoodProcessingPlantBase.GameInit		15-17	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06488	Lua/Buildings/ResourceProduction.lua	FoodProcessingPlantBase.GetProductionPerformance		30-32	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06489	Lua/Buildings/ResourceProduction.lua	FoodProcessingPlantBase.OnSetUIWorking		10-13	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06490	Lua/Buildings/ResourceProduction.lua	FoodProcessingPlantBase.UpdatePerformance		34-36	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06491	Lua/Buildings/ResourceProduction.lua	SavegameFixups.FoodProcessingPlantLaneUVScrollingInit		38-43	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06504	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.AddResourceAmount	430-476	439-486	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06505	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.Assign	342-347		03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06506	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.CanService	364-374	364-370	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06515	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.FulfillMealPortion		390-402	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06516	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.GameInit	267-290	282-305	03	03	full-present-spans	resource_seam	FR-3	SEAM_REPORT.md#resources
INVENTORY	R06517	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.GetConsumptionDemandRequest		823-830	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06520	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.GetFoodSupplyRequest	360-362		03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06524	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.HasFreeVisitSlots	358-362		03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06525	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.OnFoodEaten		415-426	03	03	full-present-spans	resource_seam	FR-3	SEAM_REPORT.md#resources
INVENTORY	R06527	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.ReturnMealPortion		404-413	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06528	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.RoverWork	785-791	832-859	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06532	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.TakeMealPortion		375-388	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06533	Lua/Buildings/ResourceStockpile.lua	ResourceStockpileBase.Unassign	349-356		03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06534	Lua/Buildings/ResourceStockpile.lua	SetPileResource	17-32	38-54	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06537	Lua/Buildings/RocketBase.lua	RocketBase.AdjustFlightTime	921-943	919-941	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06555	Lua/Buildings/RocketBase.lua	RocketBase.UnloadNotifications	527-570	520-566	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06580	Lua/Buildings/RocketUtilities.lua	PrepareApplicantsForTravel	85-138	126-194	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06592	Lua/Buildings/SensorTower.lua	GetActiveSensorTowerLaw		47-52	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06594	Lua/Buildings/SensorTower.lua	SensorTowerBase.BuildingUpdate	91-109	95-116	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06602	Lua/Buildings/Service.lua	Service.BuildingDailyUpdate	126-133	233-238	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06604	Lua/Buildings/Service.lua	Service.CanService	145-151	251-257	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06612	Lua/Buildings/Service.lua	Service.GetServiceDescription		125-164	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06632	Lua/Buildings/Service.lua	StatsChange.ConsumeOnVisit	49-53		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06633	Lua/Buildings/Service.lua	StatsChange.Service	7-46		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06653	Lua/Buildings/ShiftsBuilding.lua	ShiftsBuilding.CloseShift	187-201	233-251	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06659	Lua/Buildings/ShiftsBuilding.lua	ShiftsBuilding.OpenShift	206-227	256-287	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06689	Lua/Buildings/ShuttleHub.lua	ShuttleHubBase.HasFuel	1842-1844	2059-2061	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06717	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.CalcCargoDemands		218-269	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06718	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.CalcExportReward		460-478	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06721	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.CanTransportCargoType		168-170	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06723	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.CreateAutoCargoRequest		206-216	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06735	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.GetCargoManifest	380-408		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06771	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.SuspendCargoRequests		368-374	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06777	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.UnloadCargo	217-254		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06778	Lua/Buildings/SpaceElevator.lua	SpaceElevatorBase.UpdateCargoResourceRequests		376-382	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06780	Lua/Buildings/SpawnsOnCityInit.lua	SpawnsAnomalyOnCityInit.GetError		69-73	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06803	Lua/Buildings/Station.lua	Station.GetCubePosRelative	1083-1101	1220-1262	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06809	Lua/Buildings/Station.lua	Station.GetTotalStorageColumns		1215-1218	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06815	Lua/Buildings/Station.lua	Station.ReleaseDepotStockpiles		195-257	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06833	Lua/Buildings/StockpileController.lua	SavegameFixups.AAA_FarmAmountStoredToTable		397-408	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06834	Lua/Buildings/StockpileController.lua	SavegameFixups.AB_MigrateStockpileControllersToMixedPool		343-395	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06844	Lua/Buildings/StockpileController.lua	StockpileController.UpdateStockpileAmounts	126-175	264-333	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06877	Lua/Buildings/StorageDepot.lua	StorageDepot.Getui_Food	305-308		03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06883	Lua/Buildings/StorageDepot.lua	StorageDepot.ResourceRolloverText		320-326	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06885	Lua/Buildings/StorageDepot.lua	StorageDepot.SpoilStoredResources		120-132	03	03	full-present-spans	resource_seam		SEAM_REPORT.md#resources
INVENTORY	R06910	Lua/Buildings/SubsurfaceDeposit.lua	SubsurfaceDepositWater.TakeAmount	437-442		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06916	Lua/Buildings/SupplyRocket.lua	IsRocketType.__eval		329-337	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06918	Lua/Buildings/SupplyRocket.lua	SupplyRocketBase.GenerateDepartures	31-78	31-78	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06925	Lua/Buildings/TerraformingBuilding.lua	ForestationPlantBase.GetWorkNotPossibleReason		931-943	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06927	Lua/Buildings/TerraformingBuilding.lua	ForestationPlantBase.TryPlantVegetation	650-718	837-909	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06928	Lua/Buildings/TerraformingBuilding.lua	GetCropOutputIconsText		1021-1028	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06938	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GameInit	749-760	985-997	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06939	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetBuildMenuProductionText		973-983	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06940	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetCropDisplayName		1030-1037	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06941	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetCropDisplayNameTwoLines		1039-1046	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06942	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetCropPresets	770-778	1011-1019	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06943	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetFoodInRange	788-790		03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06944	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetUIPlantCount		1007-1009	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06945	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.GetWorkNotPossibleReason	809-823	1077-1091	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06946	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.HasSufficientSoilQuality	792-807	1056-1075	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06947	Lua/Buildings/TerraformingBuilding.lua	OpenFarmBase.TryPlantVegetation	886-963	1154-1231	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06949	Lua/Buildings/TerraformingBuilding.lua	SavegameFixups.StopOpenFarmsWithoutWater		1254-1260	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06950	Lua/Buildings/TerraformingBuilding.lua	UIVegCropUpdate	527-566	701-753	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06952	Lua/Buildings/TerraformingBuilding.lua	VegetationPlant.CanConsume	486-488	512-514	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06953	Lua/Buildings/TerraformingBuilding.lua	VegetationPlant.GetCropDisplayName		556-558	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06954	Lua/Buildings/TerraformingBuilding.lua	VegetationPlant.GetCropDisplayNameTwoLines		561-563	03	03d	pending			SEAM_REPORT.md#remaining
INVENTORY	R06957	Lua/Buildings/TerraformingBuilding.lua	VegetationPlant.GetInfopanelSelectorItems		618-699	03	03d	pending			SEAM_REPORT.md#remaining
